PDB,RES
2QJZ,1.25
5SVY,1.05
3CUZ,1.04
5I90,1.219
3S2R,1.14
2XW6,1.08
4LA9,1.3
6GHT,1.12
4URF,1.1
1GWE,0.88
5K8S,1.15
6CNU,1.05
6KBY,1.097
5UUO,1.25
6I05,1.213
3DA8,1.3
3M0Z,1.2
3PPT,1.28
5LX6,1.25
5E7B,1.1
5FCR,1.25
3NS6,1.25
4P3V,1.25
2HIN,1.05
4PKL,1.251
6IUX,1.195
2ICC,1.2
4G9S,0.95
1RFK,1.25
3NYC,1.06
3GMX,1.05
4NKP,1.24
2NXV,1.1
2JLJ,1.3
4H3U,1.15
3GNE,1.2
6CDX,1
3FED,1.29
4PSC,1.15
4XMR,1.3
4H7P,1.3
2A28,1.07
2G2S,1.2
3EA6,0.92
1A7S,1.12
2WQ1,1.08
3EDO,1.2
6EF7,1.03
3C2U,1.3
4M1X,1.3
3JYO,1
1HXH,1.22
5CTM,1
3O2R,1.251
6K7C,1.15
2BV4,1
2V6K,1.3
2V1Q,1.2
5GNG,1.26
6QHJ,1.25
5NWP,1.05
2FJ8,1.19
3B5M,1.21
4YG0,1.285
3B12,1.2
3MD7,1.27
1UZ3,1.1
1C0P,1.2
3BF7,1.1
5SY4,0.98
4MHP,1.1
5JBX,1.1
2OXC,1.3
2VHA,1
6G1I,0.99
2AXW,1.05
6B29,1.3
4YZZ,1.3
1YNP,1.25
4LVU,1.25
1J2R,1.3
3ZIT,1.18
5LHW,0.91
1WKQ,1.17
4WJT,1.21
3R3S,1.25
1I24,1.2
5MSO,1.2
6RYG,0.974
4HZ8,1.14
2Y5P,1.3
1MN8,1
5YSX,1.202
4CHI,1.27
4NSV,0.9
4QP5,1.26
6I9A,1.2
6RHF,1.07
4UP0,1.28
5W8Q,1.173
1QLW,1.09
3PVK,1.27
4LLD,1.19
2AKF,1.2
3RL5,1.26
3GA4,1.3
5G38,1.15
6H8O,1.15
4Q4G,0.97
1G66,0.9
1O7I,1.2
2CCW,1.13
1Q35,1.2
3AJD,1.27
3JUD,0.98
1Z2N,1.2
4EUO,1.28
6AVX,1.271
1RRO,1.3
2MHR,1.3
1WN2,1.2
3FEV,1.3
2FG1,1.25
6T1B,1.2
4RFU,1.2
3WCQ,0.97
4WK7,1.24
2H2T,1.3
6E6O,0.7
3MP9,1.2
6U97,1.13
2A26,1.2
5JUG,0.96
3SOV,1.27
3WDN,0.86
4H8E,1.3
4UHO,1.24
1JO8,1.3
1QU9,1.2
4PS6,1.25
1I2T,1.04
4JBD,1.3
4K8M,0.87
4INW,1.14
4MJD,1.28
2OKT,1.3
6DF4,1.3
5N13,1.2
6IIP,0.951
1CTJ,1.1
3RHB,1.2
4YEC,1.12
5OD9,1.13
1RTT,1.28
3PD7,1.26
3K67,1.25
2WFI,0.75
6FSG,1.27
6XY7,1.086
1KNM,1.2
3HT1,1.2
3VOR,0.9
6RU3,1.26
5Z42,1.3
4GIE,1.25
6E7E,1.12
5LDG,1.3
4U98,1.15
5EQ0,1.18
2PND,1
3WGE,0.95
5CVW,1.25
4O8O,1.21
4X7G,1.22
6TTN,1.12
6CWK,1.256
3A5F,1.19
5NFM,0.8
2F91,1.2
1QXY,1.04
6FIH,1.08
3UP3,1.25
3HFO,1.3
4LJ1,1.17
3QU3,1.3
3PMO,1.3
3NDS,1.2
1LC0,1.2
3UE2,1.23
2FCL,1.2
3G5S,1.05
1KWF,0.94
1H97,1.17
5OTN,0.99
5O99,0.871
6JWF,1.3
2ZNR,1.2
2FDN,0.94
5DNU,1.2
3OYV,1.25
6IX1,1.28
4JP6,1
5V01,1.3
4PBH,1.2
1D5T,1.04
3VLA,0.95
3C6A,1.16
3VZ9,1.03
2CS7,1.2
6RNV,1.27
2Z72,1.1
6JV0,1.14
6PWS,1
6BXD,1.103
6SBN,1.09
2DSX,0.68
6AR0,1.08
1OQV,1.3
3WP4,1.27
2D8D,1.15
5W0G,1.07
2C2U,1.1
1OD3,1
6SYJ,0.81
3H74,1.3
4UE0,1.17
3BS2,1.15
1V70,1.3
4DVC,1.2
6JPT,0.96
4CJ0,1.1
3ABN,1.02
5MX9,1.12
6DDM,1.3
3RPE,1.1
4XDZ,1.15
3Q8J,0.87
6HSA,0.92
1SG4,1.3
6SA5,1.29
3CP5,1.24
1U07,1.13
1OAA,1.25
6HG7,1
4ES1,1.1
5C7H,1.3
2QSK,1
6CAF,1.3
3EUN,1.05
4HNO,0.9194
3FRH,1.2
5OBY,1.3
2XOM,0.95
1I27,1.02
4NYQ,1.2
6DQH,1.104
5FA8,1.3
4UQX,1.2
4WTP,1.3
3LN3,1.18
4KQP,0.95
5YDE,1.023
3ZUD,1.25
3R68,1.3
5J4U,1.249
5JXM,1.15
1TJY,1.3
2QF4,1.2
4GA2,0.95
1K5C,0.96
6GCV,1.3
4B1M,1.1
4Q68,1.07
4N7F,1.102
5AGR,1.3
4YAP,1.111
1RUT,1.3
3TYS,1.121
3ZTV,1.3
5K2L,1.2
3JTZ,1.3
5K9B,1.174
3P4H,1.1
6HXU,1.19
6AT8,1.105
4ERC,1.15
2PVE,0.79
3EY6,1.05
3W4Q,1.2
6J6V,1.2
2IIM,1
2FBA,1.1
6DUB,1.2
2VOK,1.3
4RQR,1.08
4YEP,1.19
6S07,1.04
3U23,1.11
3U0L,1.25
1USM,1.2
3ZUC,1.001
5JIG,1
5HUA,1.3
1ARB,1.2
3LYE,1.3
5VHG,1.27
5QU2,1.04
6FJN,0.97
4Y63,1.3
3D9X,1.13
2WNF,1.25
5IY2,1.15
2IMF,1.3
1XJU,1.07
4QLP,1.1
1JND,1.3
5C5G,1.248
1BX7,1.2
3A9F,1.3
3OHE,1.2
3DQY,1.2
2D5W,1.3
6JK4,1.06
4YNH,1
3U7Z,1.3
6DGA,1.19
2PRV,1.3
2XHF,1.3
3SQZ,1.2
4EIH,1.2
5CWG,1.2
4W8H,1.14
6FM7,1.04
4QQS,1.1
2DKJ,1.15
1G61,1.3
4EX6,1.25
5QU5,1.11
4HI7,1.25
4UU5,1.23
5XCY,1.199
4BFH,1.25
5IBQ,1.2
4PQ9,1.2
3F7E,1.23
6D9N,1.2
4RZ9,1.28
5UQ6,1.182
3X0T,1.17
5HDM,1.25
3HM4,1.3
2J6C,1.3
4B8X,1.25
3GRD,1.25
6BEV,1.043
4QPW,1.14
4K12,1.079
3OT1,1.16
6Q41,1.03
6VJU,1.3
3QZB,1.1
6E85,1.25
2Q3G,1.11
6QU6,1.03
4M51,1.08
6DT3,1.2
1QDD,1.3
2ZSC,1.3
3IPJ,1.2
4H27,1.3
6N1B,1.3
6QPS,1.287
3GIU,1.25
6D7A,1.13
1VLY,1.3
6T6C,1.25
6FC0,1.293
1XQO,1.03
2YN1,1.3
5M5Z,1.25
2DLB,1.2
3NZL,1.199
6ELV,1.05
4OHJ,1.28
4PAK,1.2
4I2U,1.3
1WYX,1.14
3W4P,1.05
4GZC,1.3
1GMX,1.1
5HHA,1.24
3ALF,1.2
2BF9,0.99
3VRC,1
6Q3P,1.03
1TUK,1.12
3ZY7,1.09
4QC6,1.3
6BN3,1.278
4ATE,1.1
5AQ0,0.95
2EHS,1.3
1WCG,1.1
2CZQ,1.05
3WDQ,1.3
2NLV,1.3
3SG0,1.201
3MVG,1.25
1MWQ,0.99
1LZL,1.3
5JQF,0.85
3VEJ,1.23
1P9G,0.84
2V1M,1
4EEW,1.3
4AXO,1
4L9D,1.1
6GRE,1.29
3M9Q,1.29
4JN7,1.15
5X7L,1.22
1LB3,1.21
4DT5,1.15
6GV3,1.201
3VUP,1.05
3OMY,1.3
3MCW,1.06
2J9W,1.3
5E2F,1.3
3TU8,1.04
3B4U,1.2
1VD6,1.3
6EKG,1.15
2XNQ,1.3
2FCW,1.26
5EWU,1.25
4Q2L,1.071
4EBG,1.2
3ZZO,1.15
2DDX,0.86
1MC2,0.85
1NPI,1.16
2DY0,1.25
4FCH,1.3
3SOJ,1
5BTY,1.15
6CNW,0.92
1BKR,1.1
4B9G,1.04
3MWS,1.09
1WPN,1.3
3GOE,0.97
4PVA,1.23
2YH5,1.25
3KHF,1.2
2X1Q,1.06
3FGV,1.3
5A8C,0.97
6N9H,1.039
3NZN,1.1
5HKO,1.2
5MFA,1.2
5EM0,1.1
3LAG,1.15
4OD6,1.199
6I1A,1.27
4W8B,1.15
4BEU,1.15
5K26,1.2
2IC2,1.3
4EIE,1.03
3A72,1.04
6FJ7,1.05
2BK9,1.2
4DXK,1.25
3PES,1.3
6ULO,1.3
2HLR,1.2
3PSM,0.98
6M9Z,1.2
3TC8,1.06
3KBE,1.1
5L2V,1.1
1SEN,1.199
5O2X,0.95
4IGI,1.2
3OQP,1.22
1USE,1.3
6EY1,1.199
3OXP,1.2
4B41,1.191
3MMH,1.25
6UJK,1.2
2P2S,1.25
4EGU,0.95
4MF5,1.11
6F9M,1.298
3F7L,0.99
5D66,1
4UYT,1.03
2GQT,1.3
6AEM,1.272
4YPO,1.001
3H4X,1.23
4J8C,1.1
6RS4,1.3
1N0Q,1.26
1VDW,1.3
3HHT,1.16
6CPB,1.155
5XW2,1.298
2R5O,1.3
4YUD,1.28
1FYE,1.2
6GBI,1.25
3NDO,1.25
4J20,1.3
2X4K,1.1
4RNX,1.25
1G2B,1.12
6ELM,1.14
1GXU,1.27
3I2Z,1.1
4ETN,1.1
6FUC,1.17
4JVU,1.3
4WWH,1.2
5U4H,1.05
4HEQ,1.3
6FF2,1.3
4PC9,1.3
2NLR,1.2
3C8L,1.22
2OS0,1.3
5WCM,1.2
5EX2,1.294
6F1J,1.25
4KEM,1.3
3WH1,1
6APO,1.168
4CGS,1.3
6D9Y,1.3
4HGU,0.98
2GJ3,1.04
1PMH,1.06
4OY6,1.29
5T39,1.1
2ZK9,1.15
6S5W,1.07
4P40,1.2
5IZ3,1.3
3EO6,0.97
3M7A,1.22
5ZRY,1.3
4UHT,1.15
4AVR,1.08
6A56,1.2
2C71,1.05
4QI8,1.1
2BZV,1.15
5K6D,1.139
6V4W,1.29
3ZR8,0.9
3TG2,1.101
2VUV,1.3
5TZM,1.177
2VH3,1.16
6Q43,1.16
5XBC,1.249
1ODV,1.14
4N1I,1
2YOI,1.3
5KAR,1.142
5IVN,1
4P7X,1.3
4GXW,1.3
4BUH,1.3
3C8P,1.25
1GYO,1.2
4LOW,1.3
3VN3,0.95
3RFE,1.245
4WVV,1.205
2VY8,1.2
6GPU,1.17
5W0H,1.11
2BBR,1.2
5W98,1.23
2CHH,1
4WN5,1.15
3EIN,1.126
3R87,1.05
6GY5,1.086
3L1E,1.15
1W0N,0.8
3IHS,1.15
4TKC,1.29
4Q53,1.27
2BJI,1.24
2C4B,1.3
5U5O,1.15
4MNC,1.05
1F94,0.97
3GVE,1.25
5GSM,1.27
2HXS,1.1
1E58,1.25
5JK4,1.1
5NR4,1.198
2RE2,1.3
4MIJ,1.1
6HUR,1.297
4F06,1.3
3BUU,1.2
3QR7,0.94
4XUW,1.1
3VQF,1.199
3PQH,1.295
4Y9W,0.83
3WH2,1.3
4I5U,1.22
2FVV,1.25
3N08,1.25
5UE1,1.14
5J0F,1.25
6OHK,1.2
4HE6,1.1
5UQZ,1.149
5D78,1.251
3VQJ,1.2
3H4T,1.15
3G7N,1.3
3LF5,1.25
6RK0,0.99
5CTV,1.05
4HCS,1.28
6E4D,1.252
3NEQ,1.25
3MYX,1.3
3A02,1
2IC6,1.15
4OWI,1.202
3TQ2,1.1
2NQW,1.3
4N6K,1.2
5C17,1.24
1VRZ,1.05
2RIL,1.26
5U64,1.153
4H4N,1.1
4IIL,1.3
4Y9V,0.9
4PZ0,1.25
1E29,1.21
6F9O,1.05
2XIO,1.19
4B50,1.3
4JED,1.1
5AH1,1.2
5DHD,1.27
4OUS,1.05
5ZX8,1
1D4O,1.21
3I2V,1.25
4GQM,1.25
3NVS,1.021
3U99,1.146
3RKG,1.28
6FSN,1.19
4N03,1.15
5AL6,0.8
5EMI,1.12
6HHM,1.23
4W9Z,1.3
4FR9,1.2
2PC1,1.28
4O06,1.15
6SID,1.05
5JDK,0.998
4JZ5,1.1
1WM3,1.2
2WWE,1.25
4EZI,1.15
6HQC,1.28
4ACJ,0.97
5OPF,1.081
5TFQ,1.07
6QDI,1.13
5YH4,1.3
3M3P,1.3
2V9V,1.1
5HSG,1.3
6BO0,1.2
5TAB,1.25
2Y0O,1.229
1RW1,1.02
5TWT,1.296
6ELW,1.3
2AGK,1.3
3PUC,0.96
4ANN,1.05
3D1P,0.98
4B9C,1.171
6TGK,1.3
5UM2,1.14
1ZCE,1.3
4G78,0.92
4KV7,1.2
2FE5,1.1
3S8S,1.3
3G5T,1.119
1EB6,1
5TNV,1.04
4FUU,1.3
5I39,1.2
4GWB,1.2
3LQW,1.3
2R01,1.15
4RWU,1.25
5M2O,1.26
6CKP,1.15
5DP2,0.96
4QBO,1.3
3LEZ,1.25
4JG2,1.3
6M8M,1.2
4R6Y,1.22
4ITK,1.18
5OD4,1.1
3MQZ,1.3
4GNR,1
3G0K,1.3
4CFI,1.3
6MRR,1.18
5K34,1.15
5OUO,1.11
4Z0N,1.26
4B97,1.276
5J6Y,1.034
4JGL,1.25
4D0Q,1.2
5IHS,1.1
2A3N,1.23
2HHG,1.2
5AOZ,1.14
2O7A,0.84
5NOA,1.26
4MZD,1.1
3QOO,1.25
5O5S,1.17
2RHF,1.1
1ITX,1.1
6N2U,1.254
4N30,1.3
4MKN,1.1
5II6,0.95
4XHV,1.23
1JNI,1.25
1JM1,1.11
2X5N,1.3
5UWZ,1.25
3JQ0,1.13
2HBW,1.05
4WPG,1.1
4RVQ,1.135
6J2U,1.3
3CLM,1.14
3H7U,1.25
6C1Z,1.3
1VP8,1.3
5MSZ,1.1
2R16,1.04
5B5H,1
3DLC,1.15
3L9A,1.3
1W66,1.08
3F7X,1.24
6EEY,1.145
4X9X,1.199
6HY3,1.3
3EUR,1.3
4NOA,1.25
4OXX,1.21
3R2Q,1.05
2I61,1.2
1VK1,1.2
1DG6,1.3
3FYM,1
4RU3,1.172
2YHG,1.08
3CE1,1.2
2C60,1.25
4FK9,1.06
4HY7,1.2
2I4A,1
2GZV,1.12
1WC2,1.2
1OAI,1
6MU0,1.1
5MDU,1.02
6FI2,1.22
2ZFD,1.2
5A3Y,1.27
4ZBG,1.25
6P2L,1.08
4QA8,1.1
1W2L,1.3
5EWO,0.95
3TEU,1.002
2AHN,1.3
4XFK,1.3
1XT5,1.15
2O6N,1.1
5G3Y,1.18
4P47,1.3
6FG8,1.25
6KFN,0.89
6GZ8,1
3LQB,1.1
4YTK,1.09
6FYJ,1.3
5JJ2,1.25
4DPZ,1.25
4MX6,1.1
6A9S,1.18
4QPN,1.25
4L05,1.098
4CO8,1.05
1ATG,1.2
3KEV,1.3
5LY8,1.28
3D02,1.3
4AC1,1.3
1LU4,1.12
5VNY,1.101
4E1Q,1.251
2OML,1.2
1PWA,1.3
6NMW,1.199
1MJ4,1.2
1TU9,1.2
6EFN,1.291
3TBN,1.15
2GZQ,1.3
4BY8,0.94
6H26,1.288
3R72,1.15
2R0X,1.06
3IR4,1.2
3O0P,1.3
5UFY,1.12
5JH8,1.018
2D5M,1.05
4UAV,1.3
6Q5O,1
4ZGF,1
4N13,1.3
3ZZP,0.96
6SAO,1.2
1XMK,0.97
3N6Z,1.3
1ZUU,0.97
3HYN,1.2
4F98,1.26
3K6I,1.13
6QAZ,1.02
6UOF,1.2
3BWH,1
4GS3,1.09
1ZGX,1.13
4P8B,1.3
3KKF,1.3
3NE8,1.239
1WLY,1.3
4Q98,1.3
3RO3,1.1
4UYR,0.89
5LW3,1.19
2UXY,1.25
1LS9,1.3
1TQG,0.98
1P9I,1.17
4HCJ,1.12
5X2E,1.299
1SFS,1.07
5A0N,1.3
1QWY,1.3
3T7L,1.09
2FKK,1.2
4JJA,1.3
6Q1M,1.24
6EXX,1.1
1L9L,0.92
5MR1,1.2
4JCC,1.133
3WCZ,1.3
4EXK,1.28
4B9P,1.182
5B1R,1.2
6EXZ,1.3
6C4Q,1.16
4ESP,1.1
3FK8,1.3
5M4V,1.06
4WUI,1.09
2JLI,1.13
4LDC,1.264
5CWH,1.3
5DIC,1.185
2Y78,0.91
4NI6,1.1
2IAY,1.2
2RFR,1.16
2FRG,1.19
4BCT,0.98
5GUI,1.2
2O90,1.07
4F14,1.2
1EU1,1.3
4GMQ,1.3
5IHV,1.1
4RLE,1.3
1VBW,0.93
1ZLM,1.07
3ROF,1.03
6ET6,1.2
2HYK,1.3
1ZMA,1.25
4ZHB,1.3
3L1N,1.3
2E7Z,1.26
3U97,1.102
4X9T,1.24
3K21,1.15
1VFY,1.15
3F40,1.27
3SGG,1.25
1WKR,1.3
3F2Z,1.3
4FS7,1.19
3R3R,1.2
4IAU,0.99
5ULB,1.28
3O46,1.3
1UAI,1.2
5ZHZ,1.18
4UZG,1.06
6EVG,1.1
4XED,1.23
6GEH,1.15
2VK2,1.2
1UCS,0.62
2R2Z,1.2
4X2R,1.05
3HWU,1.3
1VE4,1.2
2QSB,1.3
4BPS,1.081
4I66,1.3
2WJ5,1.12
1Z6M,1.3
6J2M,1.13
6MU9,0.97
4UPI,1.25
4R3F,1.3
1U2H,0.96
6Q5Q,1.08
4I62,1.05
6FMB,1.3
4JRU,1.2
4RUW,1.281
5TQJ,1.3
3N0R,1.251
3LWX,1.1
3OV5,1.04
6HR0,1.04
4NLM,1.18
4A56,1.24
1SEG,1.3
4WXT,1.2
1XDN,1.2
5AOG,1.27
4OY5,0.89
4DD5,1.25
1ULR,1.3
1SN4,1.3
3EBT,1.3
3S6F,1.19
5ZXE,1.3
6FVI,1
2PXX,1.3
1WRI,1.2
3SEE,1.25
3H31,1
4MQ3,1.08
3TPK,1.3
5SV5,1
6EIO,0.84
6GG1,1.3
4JIU,1.15
6SX1,1.25
2X9Z,1.3
2NR7,1.3
4IUS,1.3
2NRR,1.2
5OHQ,1.098
5I32,1.18
5H7T,1.19
6FF1,1.3
3NBM,1.3
1T1E,1.18
1KNG,1.14
