PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
1T7H,1.1,SIGNALINGPROTEIN,N,0.122,0.134,T,Y,AB,36,10-MAY-04,NA
1T8K,1.1,LIPIDTRANSPORT,N,0.134,0.150,T,N,A,77,13-MAY-04,NA
1TBF,1.3,HYDROLASE,Y,0.159,0.185,T,Y,A,325,20-MAY-04,NA
1TG0,0.97,CONTRACTILEPROTEIN,N,0.146,0.193,T,Y,A,66,28-MAY-04,NA
1TJY,1.3,SIGNALINGPROTEIN,N,0.156,0.172,T,Y,A,316,07-JUN-04,NA
1TKJ,1.1,HYDROLASE,Y,0.117,0.147,T,N,A,277,08-JUN-04,NA
1TO2,1.3,HYDROLASE,Y,0.169,0.183,T,Y,E,345,11-JUN-04,NA
1TQG,0.98,TRANSFERASE,N,0.180,0.211,T,N,A,105,17-JUN-04,NA
1TT8,1,LYASE,N,0.123,0.153,T,Y,A,164,22-JUN-04,NA
1TU9,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.164,0.191,T,Y,A,131,24-JUN-04,NA
1TUK,1.1,LIPIDTRANSPORT,N,0.138,0.162,T,Y,A,67,25-JUN-04,NA
1U2H,0.96,CONTRACTILEPROTEIN,N,0.161,0.172,T,Y,A,96,19-JUL-04,NA
1UAI,1.2,LYASE,N,0.170,0.190,F,Y,A,223,11-MAR-03,NA
1UCD,1.3,HYDROLASE,N,0.200,0.203,F,N,A,190,10-APR-03,NA
1UCS,0.62,ANTIFREEZEPROTEIN,N,0.139,0.155,T,Y,A,64,21-APR-03,NA
1UFY,0.96,ISOMERASE,N,0.110,0.127,T,Y,A,121,11-JUN-03,NA
1UG6,0.99,HYDROLASE,N,0.122,0.130,F,Y,A,426,12-JUN-03,NA
1ULR,1.3,HYDROLASE,N,0.190,0.216,T,Y,A,87,16-SEP-03,NA
1UNQ,0.98,TRANSFERASE,N,0.151,0.179,T,Y,A,118,12-SEP-03,NA
1UOW,1,GLYCOPROTEIN,N,0.16658,0.18352,T,Y,A,157,24-SEP-03,NA
1UOZ,1.1,HYDROLASE,N,0.113,0.130,T,Y,A,300,26-SEP-03,NA
1US0,0.66,OXIDOREDUCTASE,Y,0.094,0.103,T,Y,A,314,16-NOV-03,NA
1USE,1.3,SIGNALINGPROTEIN,N,0.175,0.196,T,Y,A,40,21-NOV-03,NA
1USM,1.2,TRANSCRIPTIONALSTIMULATOR,N,0.215,0.228,T,Y,A,77,26-NOV-03,NA
1V0L,0.98,HYDROLASE,Y,0.119,0.137,T,Y,A,302,31-MAR-04,NA
1V4F,1.3,STRUCTURALPROTEIN,N,NULL,0.159,F,N,A,14,13-NOV-03,NA
1V6Q,1.3,STRUCTURALPROTEIN,N,NULL,0.189,F,N,A,14,03-DEC-03,NA
1V70,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.203,0.204,T,Y,A,105,05-DEC-03,NA
1V7H,1.3,STRUCTURALPROTEIN,N,0.165,0.230,F,N,A,14,17-DEC-03,NA
1VB0,0.92,TOXIN,N,NULL,0.133,T,N,A,61,20-FEB-04,NA
1VBW,0.93,PROTEINBINDING,N,NULL,0.143,T,Y,A,68,03-MAR-04,NA
1VD6,1.3,HYDROLASE,N,0.217,0.233,T,Y,A,218,18-MAR-04,NA
1VE4,1.2,TRANSFERASE,N,0.230,0.247,F,Y,A,201,27-MAR-04,NA
1VFY,1.1,TRANSPORTPROTEIN,N,0.174,0.181,F,Y,NA,67,26-APR-99,NA
1VK1,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.166,0.175,T,Y,A,223,13-APR-04,NA
1VL9,0.97,HYDROLASE,N,NULL,0.134,T,Y,A,123,15-JUL-04,NA
1VLY,1.3,TRANSFERASE,N,0.136,0.168,T,Y,A,314,20-AUG-04,NA
1VP8,1.3,FLAVOPROTEIN,N,0.155,0.166,T,Y,A,183,14-OCT-04,NA
1VRO,1.1,DNA,N,NULL,0.129,T,Y,AB,10,14-APR-05,NA
1VRZ,1.1,DENOVOPROTEIN,N,0.125,NULL,F,Y,A,13,14-OCT-05,NA
1VTR,1,DNA,N,0.153,NULL,F,N,A,4,18-AUG-88,NA
1VTT,1,DNA,N,0.195,NULL,F,N,AB,12,18-AUG-88,NA
1VTV,1.3,DNA,N,0.156,NULL,F,N,AB,6,10-JAN-89,NA
1VTW,1.2,DNA,N,0.160,NULL,F,N,AB,8,18-AUG-88,NA
1VTY,1.3,DNA,N,0.217,NULL,F,N,AB,10,18-AUG-88,NA
1VYR,0.9,OXIDOREDUCTASE,Y,0.1162,0.1398,T,Y,A,363,05-MAY-04,NA
1W0N,0.8,HYDROLASE,Y,0.129,0.144,T,Y,A,120,09-JUN-04,NA
1W2L,1.3,OXIDOREDUCTASE,N,0.142,0.170,F,N,A,97,06-JUL-04,NA
1W3M,1,ANTIBIOTIC,N,0.139,0.171,T,Y,ABCDEFGHIJKL,84,16-JUL-04,NA
1W5U,1.1,ANTIBIOTIC,N,0.173,0.215,T,Y,ABCD,32,10-AUG-04,NA
1W66,1.1,TRANSFERASE,N,0.117,0.146,T,Y,A,218,13-AUG-04,NA
1W7C,1.2,OXIDOREDUCTASE,N,0.113,0.146,T,Y,A,736,01-SEP-04,NA
1W7Q,1.1,ANTIBIOTIC,N,0.169,0.195,F,Y,ABCDEF,24,08-SEP-04,NA
1WC2,1.2,HYDROLASE,N,0.147,0.162,T,Y,A,180,08-NOV-04,NA
1WCW,1.3,LYASE,N,0.188,0.216,F,Y,A,254,06-MAY-04,NA
1WDP,1.3,HYDROLASE,N,0.118,0.174,T,Y,A,493,17-MAY-04,NA
1WKR,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.147,0.171,T,Y,A,343,02-JUN-04,NA
1WLY,1.3,OXIDOREDUCTASE,N,0.212,0.232,F,Y,A,322,30-JUN-04,NA
1WM3,1.2,PROTEINTRANSPORT,N,0.119,0.185,F,Y,A,72,02-JUL-04,NA
1WMA,1.2,OXIDOREDUCTASE,Y,0.109,0.167,T,Y,A,275,06-JUL-04,NA
1WMD,1.3,HYDROLASE,N,NULL,0.169,T,Y,A,434,08-JUL-04,NA
1WN2,1.2,HYDROLASE,N,0.193,0.215,T,Y,A,118,26-JUL-04,NA
1WRI,1.2,ELECTRONTRANSPORT,N,0.118,0.141,T,Y,A,93,18-OCT-04,NA
1WVF,1.3,OXIDOREDUCTASE,N,0.146,0.167,T,Y,NA,515,15-DEC-04,NA
1WY3,0.95,STRUCTURALPROTEIN,N,NULL,0.171,T,Y,A,34,04-FEB-05,NA
1X6Z,0.78,STRUCTURALPROTEIN,N,0.143,0.153,T,Y,A,120,12-AUG-04,NA
1XDN,1.2,LIGASE,N,0.129,0.148,T,Y,A,262,07-SEP-04,NA
1XEO,1.3,HYDROLASE,N,0.200,0.215,T,Y,A,165,10-SEP-04,NA
1XMK,0.97,HYDROLASE,N,0.145,0.183,T,Y,A,79,03-OCT-04,NA
1XMT,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.149,0.170,T,Y,A,95,04-OCT-04,NA
1XQO,1,LYASE,N,0.159,0.183,T,Y,A,253,13-OCT-04,NA
1XT5,1.1,IMMUNESYSTEM,N,0.128,0.153,T,Y,NA,135,21-OCT-04,NA
1XUB,1.3,BIOSYNTHETICPROTEIN,N,0.135,0.160,T,Y,A,278,26-OCT-04,NA
1XUW,1.3,DNA,N,0.153,0.221,F,Y,AB,18,26-OCT-04,NA
1XUX,1.3,DNA,N,0.127,0.194,T,Y,ABCD,36,26-OCT-04,NA
1XVK,1.3,DNA/ANTIBIOTIC,Y,0.183,0.221,T,Y,A,10,28-OCT-04,NA
1XY1,1,HORMONE,N,NULL,NULL,F,N,AB,16,05-JUN-87,NA
1XY2,1.2,HORMONE,N,NULL,NULL,T,N,A,8,05-JUN-87,NA
1Y0M,1.2,HYDROLASE,N,NULL,0.177,T,Y,NA,61,15-NOV-04,NA
1Y6X,1.3,HYDROLASE,N,NULL,0.207,F,Y,A,86,07-DEC-04,NA
1Y93,1,HYDROLASE,Y,0.157,0.168,T,Y,A,158,14-DEC-04,NA
1YFQ,1.1,SIGNALINGPROTEIN,N,0.152,0.186,F,N,A,342,03-JAN-05,NA
1YG9,1.3,HYDROLASEALLERGEN,N,0.181,0.212,T,Y,A,319,04-JAN-05,NA
1YJO,1.3,PROTEINBINDING,N,0.103,0.152,F,Y,NA,6,15-JAN-05,NA
1YK4,0.69,ELECTRONTRANSPORT,N,0.100,0.108,T,Y,A,52,17-JAN-05,NA
1YMT,1.2,TRANSCRIPTION,N,0.197,0.214,T,Y,A,245,21-JAN-05,NA
1YQS,1.1,HYDROLASE,N,0.114,0.136,T,Y,A,345,02-FEB-05,NA
1YS1,1.1,HYDROLASE,Y,0.150,0.158,F,Y,X,320,06-FEB-05,NA
1Z0W,1.2,HYDROLASE,N,0.137,0.181,T,Y,A,203,02-MAR-05,NA
1Z2N,1.2,TRANSFERASE,Y,0.182,0.205,F,Y,X,311,08-MAR-05,NA
1Z2U,1.1,LIGASE,N,NULL,0.149,T,Y,A,150,09-MAR-05,NA
1Z6M,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.157,0.187,T,Y,A,171,22-MAR-05,NA
1Z70,1.1,OXIDOREDUCTASE,N,0.139,0.170,T,Y,X,274,23-MAR-05,NA
1Z7I,1.3,DNA,N,0.177,0.200,F,Y,A,7,24-MAR-05,NA
1ZCE,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.195,0.211,F,Y,A,139,11-APR-05,NA
1ZF5,0.99,DNA,N,NULL,0.298,F,Y,A,10,19-APR-05,NA
1ZF7,1.1,DNA,N,0.276,0.288,F,Y,AB,20,20-APR-05,NA
1ZFF,0.94,DNA,N,0.428,0.444,T,Y,A,10,20-APR-05,NA
1ZGX,1.1,HYDROLASE,N,0.129,0.164,T,Y,A,96,22-APR-05,NA
1ZK4,1,OXIDOREDUCTASE,N,0.159,0.176,T,Y,A,251,02-MAY-05,NA
1ZLB,0.97,HYDROLASE,N,0.151,0.196,T,Y,A,122,05-MAY-05,NA
1ZLM,1.1,SIGNALINGPROTEIN,N,0.160,0.212,F,Y,A,58,06-MAY-05,NA
1ZMA,1.3,TRANSPORTPROTEIN,N,0.131,0.167,T,Y,A,116,10-MAY-05,NA
1ZUA,1.3,OXIDOREDUCTASE,Y,0.131,0.156,T,Y,X,317,30-MAY-05,NA
1ZUU,0.97,UNKNOWNFUNCTION,N,0.124,0.142,T,Y,A,56,01-JUN-05,NA
1ZVG,1.2,TOXIN,N,0.158,0.162,F,Y,A,66,02-JUN-05,NA
1ZZK,0.95,DNABINDINGPROTEIN,N,0.124,0.127,T,Y,A,80,14-JUN-05,NA
232D,1.3,DNA,N,NULL,0.216,F,N,A,10,05-SEP-95,NA
244D,1.2,DNA,N,NULL,0.176,F,N,ABCDEFGHIJKLMNOP,96,19-OCT-95,NA
284D,1.1,DNA,N,NULL,NULL,F,Y,AB,16,11-SEP-96,NA
292D,1,DNA,N,0.161,NULL,F,N,AB,12,09-OCT-91,NA
293D,1,DNA,N,0.191,NULL,F,N,AB,12,09-OCT-96,NA
2A3N,1.2,SUGARBINDINGPROTEIN,N,0.113,0.140,T,Y,A,325,25-JUN-05,NA
2A6Z,1,SUGARBINDINGPROTEIN,N,0.130,0.163,T,Y,A,222,04-JUL-05,NA
2ABS,1.1,SIGNALINGPROTEINTRANSFERASE,Y,0.137,0.167,T,Y,A,340,16-JUL-05,NA
2AGK,1.3,ISOMERASE,N,NULL,0.216,T,Y,NA,233,27-JUL-05,NA
2AHN,1.3,ALLERGEN,N,0.117,0.146,T,Y,A,222,28-JUL-05,NA
2AU7,1.1,HYDROLASE,N,0.123,0.153,T,Y,A,175,27-AUG-05,NA
2B69,1.2,LYASE,N,0.136,0.162,T,Y,A,302,30-SEP-05,NA
2BBR,1.2,VIRALPROTEIN,N,0.211,0.226,F,Y,A,189,17-OCT-05,NA
2BF9,0.99,HORMONE,N,0.137,0.179,T,Y,A,35,06-DEC-04,NA
2BFI,1.1,AMYLOID,N,NULL,NULL,F,N,A,12,07-DEC-04,NA
2BHU,1.1,HYDROLASE,N,0.129,0.159,T,Y,A,580,18-JAN-05,NA
2BK9,1.2,OXYGENTRANSPORT,N,0.102,0.134,T,Y,A,153,14-FEB-05,NA
2BMO,1.2,OXIDOREDUCTASE,N,0.156,0.172,T,Y,A,631,15-MAR-05,NA
2BOG,1,HYDROLASE,N,0.150,0.165,T,Y,X,280,10-APR-05,NA
2BW4,0.9,OXIDOREDUCTASE,N,0.118,0.134,T,Y,A,334,12-JUL-05,NA
2BZV,1.1,VIRALPROTEIN,N,0.124,0.131,T,Y,A,148,23-AUG-05,NA
2BZZ,0.98,HYDROLASE,Y,NULL,NULL,T,Y,A,135,24-AUG-05,NA
2C2U,1.1,DNA-BINDINGPROTEIN,N,0.127,0.149,T,Y,A,178,30-SEP-05,NA
2C60,1.3,TRANSFERASE,N,0.166,0.182,T,Y,NA,83,04-NOV-05,NA
2C71,1.1,HYDROLASE,N,0.125,0.142,T,Y,NA,205,17-NOV-05,NA
2CAL,1.1,ELECTRONTRANSPORT,N,NULL,0.170,T,Y,A,153,21-DEC-05,NA
2CC6,1.3,FLAVOPROTEIN,Y,0.208,0.232,F,Y,A,64,12-JAN-06,NA
2CCV,1.3,LECTIN,N,NULL,0.179,T,Y,A,99,18-JAN-06,NA
2CCW,1.1,ELECTRONTRANSPORT(CUPROPROTEIN),N,NULL,0.146,T,Y,A,129,18-JAN-06,NA
2CE0,1.2,ELECTRONTRANSFER,N,0.184,0.212,T,Y,A,99,01-FEB-06,NA
2CE2,1,SIGNALINGPROTEIN,N,0.145,0.163,T,Y,X,166,02-FEB-06,NA
2CG7,1.2,SIGNALINGPROTEIN,N,0.190,0.219,T,Y,A,90,27-FEB-06,NA
2CHH,1,LECTIN,N,0.100,0.110,T,Y,A,113,15-MAR-06,NA
2CI1,1.1,HYDROLASE,N,0.112,0.141,T,Y,A,273,17-MAR-06,NA
2CIW,1.1,OXIDOREDUCTASE,Y,0.150,0.171,T,Y,A,298,26-MAR-06,NA
2CM5,1.3,PROTEINTRANSPORT,N,0.1453,0.1937,T,Y,A,141,04-MAY-06,NA
2CNQ,1,LIGASE,N,0.116,0.130,T,Y,A,301,23-MAY-06,NA
2CWS,1,LYASE,N,0.110,0.170,T,Y,A,227,25-JUN-05,NA
2D1S,1.3,OXIDOREDUCTASE,N,0.181,0.201,T,Y,A,538,31-AUG-05,NA
2D5M,1.1,ELECTRONTRANSPORT,N,0.135,0.162,T,Y,A,183,02-NOV-05,NA
2DCG,0.9,DNA,N,0.140,NULL,F,N,AB,12,29-AUG-88,NA
2DDX,0.86,HYDROLASE,N,0.140,0.148,T,Y,A,324,06-FEB-06,NA
2DKO,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,NULL,0.175,T,Y,A,253,12-APR-06,NA
2DPQ,1.3,METALBINDINGPROTEIN,N,0.121,0.161,T,Y,A,12,13-MAY-06,NA
2DSX,0.68,ELECTRONTRANSPORT,N,0.103,0.111,T,N,A,52,07-JUL-06,NA
2DYW,1.1,DNA,Y,0.188,0.232,F,N,AB,24,18-SEP-06,NA
2E3B,1.3,OXIDOREDUCTASE,N,0.148,0.199,T,Y,A,336,22-NOV-06,NA
2E4T,0.96,HYDROLASE,N,0.133,0.146,T,Y,A,509,16-DEC-06,NA
2E7Z,1.3,LYASE,N,0.161,0.195,T,Y,A,727,15-JAN-07,NA
2EHS,1.3,LIPIDTRANSPORT,N,0.197,0.222,T,Y,A,75,08-MAR-07,NA
2EKP,1.1,OXIDOREDUCTASE,N,0.168,0.169,F,Y,A,238,23-MAR-07,NA
2ELG,1,DNA,N,0.232,0.247,F,Y,AB,12,27-MAR-07,NA
2F69,1.3,TRANSFERASE,Y,0.150,0.174,T,Y,NA,251,28-NOV-05,NA
2F8W,1.2,DNA,N,0.180,0.215,F,Y,AB,12,04-DEC-05,NA
2F91,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.139,0.182,T,Y,A,258,05-DEC-05,NA
2FBA,1.1,HYDROLASE,N,0.146,0.161,T,Y,A,492,09-DEC-05,NA
2FCL,1.2,TRANSFERASE,N,0.142,0.170,T,Y,A,142,12-DEC-05,NA
2FCW,1.3,LIPIDTRANSPORT/ENDOCYTOSIS/CHAPERONE,Y,0.152,0.201,T,Y,NA,184,12-DEC-05,NA
2FDN,0.94,ELECTRONTRANSPORT,N,NULL,NULL,T,Y,A,55,01-OCT-97,NA
2FE5,1.1,STRUCTURALPROTEIN,N,0.115,0.150,T,Y,A,94,15-DEC-05,NA
2FG1,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.169,0.181,T,Y,A,152,20-DEC-05,NA
2FHZ,1.1,IMMUNESYSTEMHYDROLASE,N,0.195,0.200,F,Y,A,199,27-DEC-05,NA
2FIH,1.1,DNA,N,0.188,0.240,F,Y,AB,22,29-DEC-05,NA
2FII,1.2,DNA,N,0.158,0.212,F,Y,AB,22,29-DEC-05,NA
2FIJ,1.2,DNA,N,0.159,0.169,F,Y,AB,16,29-DEC-05,NA
2FJ8,1.2,HYDROLASEINHIBITOR,N,0.213,0.244,F,Y,A,120,02-JAN-06,NA
2FKK,1.2,VIRALPROTEIN,N,0.120,0.136,T,Y,A,184,04-JAN-06,NA
2FMA,0.85,METALBINDINGPROTEIN,N,0.131,0.150,T,Y,A,59,08-JAN-06,NA
2FN3,1,LYASE,N,0.128,NULL,T,Y,A,524,10-JAN-06,NA
2FRG,1.2,IMMUNESYSTEM,N,0.177,0.191,F,Y,P,106,19-JAN-06,NA
2FVV,1.3,HYDROLASE,N,0.169,0.204,T,Y,A,135,31-JAN-06,NA
2FVY,0.92,TRANSPORTPROTEIN,N,0.110,0.130,T,Y,A,305,31-JAN-06,NA
2FWH,0.99,OXIDOREDUCTASE,N,0.113,0.146,T,Y,A,117,02-FEB-06,NA
2G2S,1.2,LUMINESCENTPROTEIN,N,NULL,0.174,T,Y,A,228,16-FEB-06,NA
2G32,1.3,RNA,N,0.239,0.258,F,Y,NA,0,17-FEB-06,NA
2G3R,1.3,CELLCYCLE/TRANSCRIPTION,N,0.196,0.241,T,Y,A,119,20-FEB-06,NA
2G58,0.98,HYDROLASE/HYDROLASEINHIBITOR,Y,0.133,0.157,T,N,A,125,22-FEB-06,NA
2G6F,0.92,SIGNALINGPROTEIN,Y,0.185,0.199,T,Y,X,59,24-FEB-06,NA
2G7B,1.2,TRANSPORTPROTEIN,N,0.130,0.155,T,Y,A,137,27-FEB-06,NA
2GKG,1,SIGNALINGPROTEIN,N,NULL,0.123,T,Y,A,122,01-APR-06,NA
2GQ6,1.3,RNA,N,0.264,0.295,F,Y,NA,0,20-APR-06,NA
2GQT,1.3,OXIDOREDUCTASE,N,0.189,0.209,F,Y,A,267,21-APR-06,NA
2GXQ,1.2,HYDROLASE,Y,0.137,0.168,T,Y,A,207,09-MAY-06,NA
2GZQ,1.3,LIPIDBINDINGPROTEIN,N,NULL,0.180,T,Y,A,186,11-MAY-06,NA
2GZV,1.1,SIGNALINGPROTEIN,N,0.150,0.169,T,Y,A,91,12-MAY-06,NA
2H1V,1.2,LYASE,N,0.130,0.173,T,Y,A,309,17-MAY-06,NA
2H2T,1.3,IMMUNESYSTEM,N,0.170,0.200,T,Y,NA,124,19-MAY-06,NA
2H5C,0.82,HYDROLASE,N,0.087,0.093,T,Y,A,171,25-MAY-06,NA
2H8E,1.2,HYDROLASE,N,0.183,0.191,T,Y,A,120,07-JUN-06,NA
2HBW,1.1,HYDROLASE,N,0.126,0.149,T,Y,A,219,14-JUN-06,NA
2HC1,1.3,HYDROLASE,N,0.136,0.179,T,Y,A,290,14-JUN-06,NA
2HHG,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.193,0.208,T,Y,A,128,28-JUN-06,NA
2HLR,1.2,TRANSFERASE,N,0.221,0.229,T,Y,A,67,10-JUL-06,NA
2HXS,1.1,SIGNALINGPROTEIN,N,0.152,0.184,T,Y,A,178,03-AUG-06,NA
2HYK,1.3,HYDROLASE,N,0.144,0.162,T,Y,A,237,07-AUG-06,NA
2I1U,1.3,ELECTRONTRANSPORT,N,0.214,0.240,T,Y,A,108,15-AUG-06,NA
2I4A,1,OXIDOREDUCTASE,N,0.135,0.158,T,Y,A,107,21-AUG-06,NA
2I5V,1.1,DENOVOPROTEIN,N,0.156,0.171,T,Y,O,246,25-AUG-06,NA
2I61,1.2,TOXIN,N,0.097,0.120,T,Y,A,62,27-AUG-06,NA
2IAY,1.2,TRANSLATION,N,0.121,0.147,T,Y,A,110,08-SEP-06,NA
2ICC,1.2,IMMUNESYSTEM,N,0.135,0.172,F,Y,A,119,12-SEP-06,NA
2IGD,1.1,IGG-BINDINGPROTEIN,N,0.097,0.125,T,Y,A,61,30-APR-97,NA
2II2,1.1,METALBINDINGPROTEIN,N,0.196,0.225,T,Y,A,304,27-SEP-06,NA
2IIM,1,SIGNALINGPROTEIN,N,0.132,0.153,T,Y,A,62,28-SEP-06,NA
2IMF,1.3,TRANSFERASE,N,0.182,0.208,T,Y,A,203,04-OCT-06,NA
2IMQ,1.3,TRANSPORTPROTEIN,N,0.178,0.208,T,Y,X,280,04-OCT-06,NA
2IZQ,0.8,ANTIBIOTIC,Y,0.111,0.122,T,N,ABCD,32,26-JUL-06,NA
2IZR,1.3,TRANSFERASE,Y,0.132,0.158,T,Y,A,298,26-JUL-06,NA
2J32,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.194,0.202,T,Y,A,244,17-AUG-06,NA
2J6B,1.3,VIRALPROTEIN,N,0.161,0.192,T,Y,A,109,27-SEP-06,NA
2J82,1.3,HYDROLASE,N,0.165,0.204,T,Y,A,221,18-OCT-06,NA
2J8B,1.1,LIPIDBINDINGPROTEIN,N,0.165,0.197,T,Y,A,78,24-OCT-06,NA
2JFR,0.83,HYDROLASE,N,0.096,0.124,T,Y,A,234,04-FEB-07,NA
2JJA,1.3,RNA,N,0.126,0.148,F,Y,A,0,28-MAR-08,NA
2JKH,1.3,HYDROLASE,Y,0.196,0.221,T,Y,A,281,28-AUG-08,NA
2JLI,1.1,PROTEINTRANSPORT,N,0.164,0.168,T,Y,A,100,09-SEP-08,NA
2JLJ,1.3,PROTEINTRANSPORT,N,0.220,0.248,T,Y,A,115,09-SEP-08,NA
2MHR,1.3,OXYGENBINDING,N,0.158,NULL,T,Y,A,118,20-APR-87,NA
2NLR,1.2,HYDROLASE,Y,0.112,0.142,T,Y,A,222,02-NOV-98,NA
2NLS,0.98,ANTIMICROBIALPROTEIN,N,0.106,0.124,T,Y,A,36,20-OCT-06,NA
2NQW,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.132,0.167,T,Y,A,86,31-OCT-06,NA
2NR7,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.164,0.197,F,Y,A,193,01-NOV-06,NA
2NRL,0.91,TRANSPORTPROTEIN,N,0.149,0.149,T,Y,A,145,02-NOV-06,NA
2NRR,1.2,HYDROLASE,N,0.184,0.218,F,Y,A,139,02-NOV-06,NA
2NSZ,1.1,ANTITUMORPROTEIN,N,0.133,0.150,T,Y,A,129,06-NOV-06,NA
2NWD,1,HYDROLASE,N,0.134,0.152,T,Y,X,130,14-NOV-06,NA
2NWF,1.1,OXIDOREDUCTASE,N,0.125,0.138,T,Y,A,141,14-NOV-06,NA
2O0B,1.1,TRANSFERASE,Y,0.128,0.154,T,Y,A,424,27-NOV-06,NA
2O1I,1.1,DNA,Y,0.151,0.204,F,Y,A,12,28-NOV-06,NA
2O5G,1.1,METALBINDINGPROTEIN,Y,0.144,0.165,T,Y,A,166,05-DEC-06,NA
2O6N,1.1,DENOVOPROTEIN,N,0.116,0.132,T,Y,A,31,07-DEC-06,NA
2O7A,0.84,HYDROLASE,N,NULL,0.108,T,Y,A,115,10-DEC-06,NA
2O90,1.1,LYASE,N,0.131,0.150,T,Y,A,115,12-DEC-06,NA
2O9S,0.83,SIGNALINGPROTEIN,N,0.105,0.121,T,Y,A,67,14-DEC-06,NA
2O9U,1.1,PLANTPROTEIN,N,0.133,0.165,T,Y,X,96,14-DEC-06,NA
2OBZ,1.1,DNA,N,0.202,0.213,F,Y,AB,10,20-DEC-06,NA
2OFZ,1.2,VIRALPROTEIN,N,0.164,0.191,T,Y,A,132,04-JAN-07,NA
2OKT,1.3,LYASE,N,0.139,0.181,T,Y,A,342,17-JAN-07,NA
2OL9,0.85,PROTEINFIBRIL,N,0.073,0.078,F,Y,A,6,18-JAN-07,NA
2OLN,1.1,OXIDOREDUCTASE,N,0.124,0.149,T,Y,A,385,19-JAN-07,NA
2OML,1.2,ISOMERASE,N,0.152,0.179,T,Y,A,181,22-JAN-07,NA
2OS0,1.3,HYDROLASE,N,0.195,0.207,F,Y,A,179,05-FEB-07,NA
2OSX,1.1,HYDROLASE,Y,0.122,0.139,T,Y,A,449,06-FEB-07,NA
2OV0,0.75,ELECTRONTRANSPORT,N,0.126,0.142,T,Y,A,105,12-FEB-07,NA
2P5K,1,DNABINDINGPROTEIN,N,0.139,0.160,F,Y,A,63,15-MAR-07,NA
2P86,1.2,HYDROLASE,N,0.111,0.130,T,Y,A,215,21-MAR-07,NA
2PC1,1.3,TRANSFERASE,N,0.167,0.178,T,Y,A,169,29-MAR-07,NA
2PND,1,IMMUNESYSTEM,N,0.123,0.142,F,Y,A,119,24-APR-07,NA
2PNE,0.98,ANTIFREEZEPROTEIN,N,0.141,0.164,T,Y,A,81,24-APR-07,NA
2PPN,0.92,ISOMERASE,N,0.213,0.199,T,Y,A,107,30-APR-07,NA
2PQ3,1.3,METALBINDINGPROTEIN,N,0.143,0.192,T,Y,A,74,01-MAY-07,NA
2PTH,1.2,HYDROLASE,N,0.196,0.215,T,N,A,193,25-MAR-97,NA
2PVB,0.91,METALBINDINGPROTEIN,N,0.110,0.132,T,Y,A,107,02-OCT-98,NA
2PWA,0.83,HYDROLASE,Y,0.120,0.136,T,Y,A,279,11-MAY-07,NA
2PXX,1.3,TRANSFERASE,N,NULL,0.226,T,Y,A,213,14-MAY-07,NA
2Q1O,1.1,RNA,N,0.114,0.142,F,Y,NA,44,25-MAY-07,NA
2Q1R,1.1,RNA,N,0.149,0.182,F,Y,NA,12,25-MAY-07,NA
2QA9,1.2,HYDROLASE,N,0.147,0.182,T,Y,E,182,14-JUN-07,NA
2QMT,1.1,IMMUNESYSTEM,N,0.185,0.207,F,Y,A,56,16-JUL-07,NA
2QOL,1.1,TRANSFERASE,N,0.196,0.211,T,Y,A,273,20-JUL-07,NA
2QSB,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.149,0.178,T,Y,A,82,30-JUL-07,NA
2QSK,1,SUGARBINDINGPROTEIN,N,0.129,0.147,T,Y,A,95,31-JUL-07,NA
2QXI,1,HYDROLASE,Y,0.141,0.159,T,Y,A,221,11-AUG-07,NA
2R01,1.1,OXIDOREDUCTASE,N,0.149,0.165,T,Y,A,191,17-AUG-07,NA
2R0X,1.1,OXIDOREDUCTASE,N,0.143,0.170,T,Y,A,153,21-AUG-07,NA
2R16,1,CELLADHESIONSPLICING,N,0.148,0.165,T,Y,A,175,22-AUG-07,NA
2R20,1.3,RNA,N,0.181,0.195,F,Y,NA,24,24-AUG-07,NA
2R2Z,1.2,TOXIN,N,0.155,0.171,T,Y,A,80,28-AUG-07,NA
2R31,1,CHAPERONE,N,NULL,0.143,T,Y,A,236,28-AUG-07,NA
2R6V,1.3,FLAVOPROTEIN,N,0.128,0.154,T,Y,A,178,06-SEP-07,NA
