PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
4PF4,1.1,TRANSFERASE,N,0.118,0.150,T,Y,A,278,28-APR-14,NA
4PLZ,1.1,OXIDOREDUCTASE,N,0.130,0.146,T,Y,A,302,20-MAY-14,NA
4PNO,0.97,RNABINDINGPROTEIN,Y,0.144,0.164,T,Y,A,64,24-MAY-14,NA
4PS6,1.3,TOXIN,N,0.119,0.164,T,Y,A,127,06-MAR-14,NA
4PSC,1.1,HYDROLASE,N,0.147,0.167,T,Y,A,220,07-MAR-14,NA
4PSS,0.85,OXIDOREDUCTASE,N,0.154,0.169,T,Y,A,158,07-MAR-14,NA
4PVA,1.2,HYDROLASE,N,0.144,0.162,T,Y,A,324,15-MAR-14,NA
4PVK,1.3,OXIDOREDUCTASE,N,0.142,0.160,T,Y,A,490,17-MAR-14,NA
4PZ0,1.3,SUGARBINDINGPROTEIN,N,0.129,0.149,T,Y,A,314,28-MAR-14,NA
4Q2L,1.1,TRANSPORTPROTEIN,N,0.184,0.199,T,Y,A,64,09-APR-14,NA
4Q4G,0.97,HYDROLASE,N,0.126,0.175,F,Y,X,207,14-APR-14,NA
4Q68,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.112,0.138,T,Y,A,228,21-APR-14,NA
4Q7U,1.3,FLUORESCENTPROTEIN,N,0.149,0.177,T,Y,A,217,25-APR-14,NA
4Q98,1.3,CELLADHESION,N,0.121,0.156,T,Y,A,354,29-APR-14,NA
4QA8,1.1,LIPIDTRANSPORT,N,0.165,0.189,T,Y,A,210,02-MAY-14,NA
4QB3,0.94,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.137,0.155,T,Y,A,127,06-MAY-14,NA
4QBO,1.3,HYDROLASE,N,0.172,0.180,T,Y,A,92,08-MAY-14,NA
4QEK,1.3,TRANSFERASE,N,0.127,0.143,T,Y,A,281,16-MAY-14,NA
4QIO,0.95,DNA,N,0.097,0.119,T,Y,A,10,01-JUN-14,NA
4QLP,1.1,HYDROLASE/PROTEINBINDING,Y,0.129,0.143,T,Y,A,374,12-JUN-14,NA
4QPN,1.3,TRANSFERASE,N,0.124,0.167,T,Y,A,203,24-JUN-14,NA
4QPW,1.1,HYDROLASE,N,0.161,0.178,T,Y,A,142,25-JUN-14,NA
4QQH,1.2,PROTEINBINDING,N,0.154,0.167,T,Y,A,130,27-JUN-14,NA
4QYO,1.2,IMMUNESYSTEM,Y,0.152,0.170,T,Y,A,234,24-JUL-14,NA
4R15,0.97,DNA,Y,0.145,0.185,T,Y,AB,12,04-AUG-14,NA
4R1V,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.146,0.176,T,Y,A,289,07-AUG-14,NA
4R3F,1.3,ISOMERASE,N,0.122,0.143,T,Y,A,196,15-AUG-14,NA
4R49,1.3,DNA,N,0.219,0.260,F,Y,AB,20,19-AUG-14,NA
4R4D,1.3,DNA,N,0.271,0.311,T,Y,ABCD,40,19-AUG-14,NA
4R6Y,1.2,TRANSPORTPROTEIN,N,0.115,0.148,T,Y,NA,317,26-AUG-14,NA
4R75,1.3,TRANSPORTPROTEIN,N,0.173,0.190,T,Y,A,318,26-AUG-14,NA
4R8J,1.2,DNA,N,0.110,0.125,F,Y,A,9,02-SEP-14,NA
4RBQ,1.1,RNA,N,0.131,0.154,F,Y,A,32,12-SEP-14,NA
4RBX,1.1,ANTIMICROBIALPROTEIN,N,0.186,0.188,T,Y,A,32,13-SEP-14,NA
4RBY,1.2,RNA,N,NULL,0.213,T,Y,A,11,13-SEP-14,NA
4RBZ,1.2,RNA,N,NULL,0.190,T,Y,A,10,13-SEP-14,NA
4RC0,1.1,RNA,N,NULL,0.211,T,Y,A,10,13-SEP-14,NA
4RD4,1.3,TRANSLATION,N,0.168,0.197,T,Y,A,414,18-SEP-14,NA
4REK,0.74,OXIDOREDUCTASE,N,0.113,0.123,T,Y,A,499,23-SEP-14,NA
4RJ1,0.92,RNA,N,0.093,0.109,T,Y,AB,12,08-OCT-14,NA
4RJZ,1.2,TRANSPORTPROTEIN,N,0.130,0.165,T,Y,A,373,11-OCT-14,NA
4RKV,0.88,RNA,N,0.093,0.098,T,Y,AB,12,14-OCT-14,NA
4RLE,1.3,UNKNOWNFUNCTION,N,0.131,0.155,T,Y,A,116,16-OCT-14,NA
4RLK,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.145,0.175,T,Y,A,327,17-OCT-14,NA
4RNE,1,RNA,N,0.103,0.119,T,Y,ABCDEFGH,48,24-OCT-14,NA
4RQR,1.1,ELECTRONTRANSPORT,N,0.173,0.195,T,Y,A,107,04-NOV-14,NA
4RU3,1.2,CELLINVASION,N,0.135,0.150,T,Y,A,205,18-NOV-14,NA
4RUW,1.3,HYDROLASE,N,0.138,0.148,T,Y,A,381,23-NOV-14,NA
4RVQ,1.1,PROTEINBINDING,N,0.125,0.146,T,Y,A,122,27-NOV-14,NA
4RWC,1.1,MEMBRANEPROTEIN,N,0.139,0.156,T,Y,A,22,02-DEC-14,NA
4RWU,1.3,CHAPERONE,N,0.123,0.149,T,Y,A,81,05-DEC-14,NA
4RXV,1.1,STRUCTURALGENOMICS,N,0.125,0.139,T,Y,A,229,UNKNOWNFUNCTION,NA
4RZ9,1.3,RNABINDINGPROTEIN,N,0.128,0.150,T,Y,A,179,19-DEC-14,NA
4S28,1.3,LYASE,N,0.117,0.137,T,Y,A,520,19-JAN-15,NA
4S39,1.3,OXIDOREDUCTASE,Y,0.113,0.134,T,Y,A,400,26-JAN-15,NA
4TKB,0.86,LIPIDBINDINGPROTEIN,N,0.109,0.121,T,Y,A,133,26-MAY-14,NA
4TKC,1.3,SUGARBINDINGPROTEIN,Y,0.162,0.207,F,Y,A,118,26-MAY-14,NA
4TPN,1.2,OXIDOREDUCTASE,N,0.163,0.171,T,Y,A,386,08-JUN-14,NA
4TRP,1.3,IMMUNESYSTEM,N,0.151,0.178,T,Y,NA,422,17-JUN-14,NA
4TTK,1.3,HYDROLASEINHIBITOR,N,0.264,0.276,F,Y,A,1,22-JUN-14,NA
4TTW,1.2,STRUCTURALPROTEIN,N,0.164,0.189,T,Y,A,132,23-JUN-14,NA
4TUT,0.9,MEMBRANEPROTEINDENOVOPROTEIN,N,0.071,0.098,F,Y,A,6,24-JUN-14,NA
4TXR,1,PROTEINTRANSPORT,Y,0.164,0.180,T,Y,B,214,04-JUL-14,NA
4U8C,1.2,DNA/ANTIBIOTIC,Y,0.279,0.333,F,Y,AB,24,01-AUG-14,NA
4U98,1.1,TRANSFERASE,N,0.146,0.163,T,Y,A,451,05-AUG-14,NA
4U9H,0.89,OXIDOREDUCTASE,N,0.096,0.106,T,Y,S,798,06-AUG-14,NA
4UAV,1.3,HYDROLASE,N,0.138,0.172,T,Y,NA,246,11-AUG-14,NA
4UBY,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.122,0.158,T,Y,ABCD,24,13-AUG-14,NA
4UBZ,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.089,0.110,F,Y,AB,12,13-AUG-14,NA
4UDX,1,OXIDOREDUCTASE,N,0.132,0.157,T,Y,X,633,12-DEC-14,NA
4UE8,1.1,TRANSLATION,Y,0.1461,0.1614,T,Y,A,199,16-DEC-14,NA
4UHC,1,HYDROLASE,N,0.11000,0.12853,T,Y,A,278,24-MAR-15,NA
4UHO,1.2,TRANSFERASE,N,0.10631,0.12314,T,Y,A,435,25-MAR-15,NA
4UP0,1.3,TRANSCRIPTION,N,0.13946,0.16611,F,Y,A,90,11-JUN-14,NA
4UPI,1.3,HYDROLASE,N,0.142,0.163,T,Y,A,549,17-JUN-14,NA
4UQX,1.2,PROTEINTRANSPORT,N,0.151,0.158,T,Y,A,262,25-JUN-14,NA
4USA,1.1,OXIDOREDUCTASE,N,0.103,0.122,T,Y,A,906,03-JUL-14,NA
4UU5,1.2,CELLADHESION,Y,0.169,0.183,T,Y,A,103,24-JUL-14,NA
4UYR,0.89,CELLADHESION,N,0.127,0.134,T,Y,A,188,03-SEP-14,NA
4UYT,1,CELLADHESION,N,0.12882,0.14416,T,Y,A,178,03-SEP-14,NA
4UZG,1.1,STRUCTURALPROTEIN,N,0.126,0.142,T,Y,A,277,05-SEP-14,NA
4W5L,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.169,0.177,T,Y,AB,14,18-AUG-14,NA
4W5M,1.2,DENOVOPROTEINMEMBRANEPROTEIN,N,0.196,0.256,F,Y,AB,14,18-AUG-14,NA
4W5P,1.2,DENOVOPROTEINMEMBRANEPROTEIN,N,0.121,0.151,T,Y,AB,14,18-AUG-14,NA
4W5Y,1.1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.082,0.100,T,Y,AB,14,19-AUG-14,NA
4W67,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.110,0.148,T,Y,AB,14,20-AUG-14,NA
4W71,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.119,0.153,T,Y,AB,14,21-AUG-14,NA
4W7W,1.1,HYDROLASE,Y,0.142,0.160,T,Y,A,313,22-AUG-14,NA
4W8B,1.1,HYDROLASE,N,0.104,0.122,T,Y,A,386,22-AUG-14,NA
4W8H,1.1,SIGNALINGPROTEIN,N,0.142,0.171,T,Y,A,131,24-AUG-14,NA
4W9Z,1.3,OXIDOREDUCTASE,N,0.110,0.134,T,Y,A,138,28-AUG-14,NA
4WBU,1.1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.151,0.167,T,Y,AB,12,03-SEP-14,NA
4WDC,1.3,TOXIN,N,0.120,0.151,T,Y,A,177,08-SEP-14,NA
4WEE,0.89,METALBINDINGPROTEIN,N,0.150,0.164,T,Y,A,135,09-SEP-14,NA
4WFO,1.1,OXIDOREDUCTASE,N,0.108,0.128,T,Y,A,826,16-SEP-14,NA
4WK7,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.197,0.213,T,Y,NA,209,01-OCT-14,NA
4WKA,0.95,HYDROLASE,N,0.113,0.123,T,Y,A,369,02-OCT-14,NA
4WPG,1.1,OXIDOREDUCTASE,N,0.130,0.155,T,Y,A,287,18-OCT-14,NA
4WPK,0.98,HYDROLASE,N,0.137,0.154,T,Y,A,228,20-OCT-14,NA
4WQD,1.2,OXIDOREDUCTASE,N,0.153,0.183,T,Y,A,227,21-OCT-14,NA
4WTP,1.3,TRANSFERASE,N,0.178,0.186,T,Y,A,266,30-OCT-14,NA
4WUI,1.1,ISOMERASE,N,0.128,0.138,T,Y,A,205,31-OCT-14,NA
4WVV,1.2,SUGARBINDINGPROTEIN,Y,0.153,0.166,T,Y,A,145,07-NOV-14,NA
4WX4,1,HYDROLASE,Y,0.118,0.137,T,Y,A,211,13-NOV-14,NA
4WXT,1.2,HYDROLASE,N,0.158,0.177,T,Y,A,108,14-NOV-14,NA
4WZ4,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.187,0.199,T,Y,A,360,18-NOV-14,NA
4X18,1.1,DNA,N,0.096,0.105,F,Y,A,10,24-NOV-14,NA
4X1A,0.89,DNA,N,0.096,0.106,T,Y,A,10,24-NOV-14,NA
4X2R,1.1,ISOMERASE,N,0.123,0.141,T,Y,NA,243,26-NOV-14,NA
4X5P,1,SUGARBINDINGPROTEIN,Y,0.124,0.139,T,Y,A,158,05-DEC-14,NA
4X6H,1,HYDROLASE,N,0.155,0.166,T,Y,A,215,08-DEC-14,NA
4X7G,1.2,OXIDOREDUCTASE,N,0.178,0.197,T,Y,A,248,09-DEC-14,NA
4X9T,1.2,UNKNOWNFUNCTION,N,0.165,0.190,T,Y,A,283,11-DEC-14,NA
4X9X,1.2,TRANSFERASE,N,0.119,0.144,T,Y,A,268,11-DEC-14,NA
4XDX,0.95,CYTOKINE,N,0.122,0.136,T,Y,A,70,20-DEC-14,NA
4XE2,1.2,CHAPERONE,Y,0.186,0.210,T,Y,A,221,22-DEC-14,NA
4XED,1.2,PROTEINBINDING,N,0.139,0.169,T,Y,A,96,23-DEC-14,NA
4XEM,1.3,LIGASE,N,0.162,0.179,T,Y,A,377,24-DEC-14,NA
4XEZ,1.2,OXIDOREDUCTASE,N,0.125,0.162,T,Y,A,186,25-DEC-14,NA
4XFK,1.3,TRANSPORTPROTEIN,N,0.138,0.161,T,Y,NA,391,27-DEC-14,NA
4XHV,1.2,SIGNALINGPROTEIN,N,0.139,0.162,T,Y,A,104,06-JAN-15,NA
4XK0,1.1,RNA,N,NULL,0.144,F,Y,AC,12,09-JAN-15,NA
4XMH,1.3,TRANSPORTPROTEIN,N,0.156,0.182,T,Y,A,188,14-JAN-15,NA
4XOD,1.1,CELLADHESION,Y,0.143,0.159,T,Y,B,292,16-JAN-15,NA
4XOT,1.1,VIRALPROTEIN,N,0.107,0.130,T,Y,A,597,16-JAN-15,NA
4XPX,1,OXYGENBINDINGPROTEIN,N,0.158,0.166,F,Y,A,130,18-JAN-15,NA
4Y27,1,RNA,N,0.136,0.149,F,Y,A,25,09-FEB-15,NA
4Y63,1.3,TRANSFERASE,Y,0.160,0.183,T,Y,A,282,12-FEB-15,NA
4Y9V,0.9,LYASE,N,0.097,0.109,T,Y,A,603,17-FEB-15,NA
4Y9W,0.83,HYDROLASE,N,0.117,0.125,T,Y,A,331,17-FEB-15,NA
4YAA,1.1,HYDROLASE,N,0.129,0.140,T,Y,A,282,17-FEB-15,NA
4YAP,1.1,TRANSFERASE,N,0.169,0.182,T,Y,A,262,17-FEB-15,NA
4YEC,1.1,UNKNOWNFUNCTION/INHIBITOR,N,0.159,0.191,T,Y,A,357,24-FEB-15,NA
4YG0,1.3,VIRALPROTEIN,N,0.172,0.199,T,Y,A,164,25-FEB-15,NA
4YI8,1.2,CALCIUMBINDINGPROTEIN,N,0.122,0.140,T,Y,A,191,28-FEB-15,NA
4YMY,1,TRANSPORTPROTEIN,N,0.124,0.136,T,Y,A,153,08-MAR-15,NA
4YSI,1,HYDROLASE/PEPTIDE,N,0.154,0.160,F,Y,A,146,17-MAR-15,NA
4YTK,1.1,TRANSCRIPTION,N,0.183,0.199,T,Y,A,116,17-MAR-15,NA
4YUD,1.3,RNABINDINGPROTEIN,N,0.149,0.194,T,Y,A,87,18-MAR-15,NA
4YYU,1.2,HYDROLASE,N,0.140,0.157,T,Y,A,220,24-MAR-15,NA
4Z0N,1.3,TRANSCRIPTION,N,0.140,0.165,T,Y,A,301,26-MAR-15,NA
4Z0W,1.1,ANTIBIOTIC,N,NULL,0.121,T,Y,AB,19,26-MAR-15,NA
4Z2O,1.2,BIOTINBINDINGPROTEIN,N,0.140,0.166,T,Y,A,138,30-MAR-15,NA
4Z65,1.3,HYDROLASE,N,0.160,0.180,T,Y,A,304,03-APR-15,NA
4ZA9,1,LYASE,Y,0.131,0.145,T,Y,A,497,13-APR-15,NA
4ZBG,1.3,TRANSFERASE,N,0.143,0.163,T,Y,A,154,14-APR-15,NA
4ZGF,1,UNKNOWNFUNCTION,N,0.117,0.137,T,Y,A,140,22-APR-15,NA
4ZHB,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.128,0.159,T,Y,A,107,24-APR-15,NA
4ZJU,1.2,OXIDOREDUCTASE,N,0.125,0.142,T,Y,A,260,29-APR-15,NA
4ZVF,1.1,SIGNALINGPROTEIN,N,0.139,0.165,T,Y,A,164,18-MAY-15,NA
4ZX2,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.163,0.175,T,Y,A,325,20-MAY-15,NA
5A0N,1.3,CELLADHESION,N,0.121,0.151,T,Y,A,214,21-APR-15,NA
5A1I,1.1,TRANSFERASE,Y,0.105,0.124,T,Y,A,381,30-APR-15,NA
5A3Y,1.3,HYDROLASE,N,0.145,0.166,T,Y,A,316,04-JUN-15,NA
5A67,1.3,HYDROLASE,Y,0.142,0.175,T,Y,A,206,24-JUN-15,NA
5A6M,1.2,HYDROLASE,N,0.116,0.135,T,Y,A,389,30-JUN-15,NA
5A8C,0.97,HYDROLASE,N,0.104,0.124,T,Y,A,299,14-JUL-15,NA
5ACH,1.3,OXIDOREDUCTASE,N,0.119,0.147,T,Y,A,234,17-AUG-15,NA
5AE0,1,HYDROLASE,N,0.128,0.156,T,Y,A,217,25-AUG-15,NA
5AFY,1.1,BLOODCLOTTING,Y,0.123,0.138,T,Y,H,254,27-JAN-15,NA
5AGR,1.3,LIGASE,N,0.171,0.197,T,Y,A,190,03-FEB-15,NA
5AH1,1.2,HYDROLASE,N,0.130,0.149,T,Y,A,428,04-FEB-15,NA
5AJG,1.1,FLUORESCENTPROTEIN,N,0.14693,0.16806,T,Y,A,301,24-FEB-15,NA
5AKR,0.87,OXIDOREDUCTASE,N,0.10984,0.12714,T,Y,A,337,05-MAR-15,NA
5AL6,0.8,STRUCTURALPROTEIN,N,0.107,0.116,T,Y,A,44,06-MAR-15,NA
5AOG,1.3,OXIDOREDUCTASE,N,0.13728,0.15931,T,Y,A,307,10-SEP-15,NA
5AOT,1,SUGARBINDINGPROTEN,N,0.165,0.170,T,Y,A,102,11-SEP-15,NA
5AOU,1.1,LYASE,N,NULL,0.219,T,Y,A,241,11-SEP-15,NA
5AOZ,1.1,SUGARBINDINGPROTEIN,N,0.11960,0.14243,T,Y,A,138,14-SEP-15,NA
5AR6,1.3,HYDROLASE,N,0.12613,0.15272,T,Y,A,122,24-SEP-15,NA
5AUL,1.1,SIGNALINGPROTEIN,Y,0.139,0.160,T,Y,A,113,28-APR-15,NA
5AVD,0.86,ISOMERASE,N,0.129,0.140,T,Y,A,240,15-JUN-15,NA
5AWL,1.1,DENOVOPROTEIN,N,NULL,0.119,F,Y,A,10,05-JUL-15,NA
5AXE,0.95,DNA,N,0.126,0.144,T,Y,AB,18,28-JUL-15,NA
5AXF,1.1,DNA,N,0.131,0.145,T,Y,AB,18,28-JUL-15,NA
5AY2,1.3,RNA,N,0.174,0.189,F,Y,ABCD,44,06-AUG-15,NA
5AY3,1.2,RNA,N,0.184,0.199,T,Y,AB,22,06-AUG-15,NA
5B1R,1.2,IMMUNESYSTEM,N,0.129,0.148,T,Y,A,116,15-DEC-15,NA
5B4T,1.2,OXIDOREDUCTASE,N,0.158,0.173,T,Y,A,260,19-APR-16,NA
5B51,1.3,TRANSPORTPROTEIN,N,0.163,0.181,T,Y,A,324,20-APR-16,NA
5B5H,1,ANTIFREEZEPROTEIN,N,0.121,0.136,T,Y,A,223,06-MAY-16,NA
5B8D,1.1,HYDROLASE,N,0.129,0.146,T,Y,A,100,14-JUN-16,NA
5BMN,1.3,ISOMERASE,N,0.166,0.187,F,Y,A,447,22-MAY-15,NA
5BTY,1.1,UNKNOWNFUNCTION,N,0.171,0.192,T,Y,A,133,03-JUN-15,NA
5BY5,1.2,LYASE,N,0.125,0.149,T,Y,A,115,10-JUN-15,NA
5BYK,1.3,TRANSFERASE,N,0.152,0.171,T,Y,A,253,10-JUN-15,NA
5C17,1.2,LYASE,N,0.143,0.161,T,Y,A,206,13-JUN-15,NA
5C4M,1.3,SIGNALINGPROTEIN,N,0.171,0.200,T,Y,A,179,18-JUN-15,NA
5C5G,1.2,HYDROLASE,N,0.150,0.166,F,Y,A,251,19-JUN-15,NA
5C5W,1.3,RNA,N,0.180,0.188,T,Y,NA,19,22-JUN-15,NA
5C7H,1.3,OXIDOREDUCTASE,N,0.117,0.140,T,Y,A,281,24-JUN-15,NA
5CFJ,1.3,HYDROLASE,N,0.171,0.193,T,Y,NA,140,08-JUL-15,NA
5CGQ,1.2,LYASE/LYASEINHIBITOR,N,0.141,0.161,T,Y,A,658,09-JUL-15,NA
5CKL,0.99,TRANSFERASE,N,0.113,0.125,T,Y,A,181,15-JUL-15,NA
5CTA,1.2,HYDROLASE,N,0.110,0.135,T,Y,A,179,23-JUL-15,NA
5CVW,1.3,TOXIN,N,0.140,0.166,T,Y,A,150,27-JUL-15,NA
5CWG,1.2,DENOVOPROTEIN,N,0.136,0.167,T,Y,A,195,28-JUL-15,NA
5CWH,1.3,DENOVOPROTEIN,N,0.162,0.185,T,Y,A,159,28-JUL-15,NA
5D78,1.3,RNABINDINGPROTEIN,N,0.139,0.177,F,Y,A,80,13-AUG-15,NA
5D7W,1.1,HYDROLASE,N,0.176,0.186,T,Y,A,469,14-AUG-15,NA
5D8T,1.2,RNA,N,0.121,0.157,F,Y,AB,12,17-AUG-15,NA
5D8V,0.48,METALBINDINGPROTEIN,N,0.072,0.078,T,Y,A,83,18-AUG-15,NA
5D99,0.97,RNA,N,0.105,0.120,T,Y,NA,26,18-AUG-15,NA
5D9E,0.86,UNKNOWNFUNCTION,N,0.099,0.107,T,Y,A,19,18-AUG-15,NA
5DA6,1.1,RNA,N,0.130,0.157,T,Y,A,32,19-AUG-15,NA
5DGJ,1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.143,0.154,T,Y,A,168,27-AUG-15,NA
5DHD,1.3,HYDROLASE,N,0.195,0.195,T,Y,A,98,30-AUG-15,NA
5DIC,1.2,ODORANT-BINDINGPROTEIN,N,0.133,0.168,F,Y,A,115,31-AUG-15,NA
5DNU,1.2,HYDROLASE,Y,0.141,0.155,T,Y,A,267,10-SEP-15,NA
5DO5,1.2,RNA,N,NULL,0.230,T,Y,A,10,10-SEP-15,NA
5DP2,0.96,OXIDOREDUCTASE,N,0.117,0.131,T,Y,A,335,12-SEP-15,NA
5DZE,0.97,HYDROLASE,N,0.123,0.137,T,Y,A,199,25-SEP-15,NA
5E1N,1,METALBINDINGPROTEIN,N,0.135,0.150,T,Y,A,137,29-SEP-15,NA
5E5V,1.2,DENOVOPROTEINMEMBRANEPROTEIN,N,0.176,0.206,F,Y,NA,14,09-OCT-15,NA
5E7B,1.1,IMMUNESYSTEM,N,0.160,0.189,T,Y,A,126,12-OCT-15,NA
5E9P,1.2,HYDROLASE,N,0.107,0.125,T,Y,NA,86,15-OCT-15,NA
5EBI,1.1,DNA/RNACHIMERA,Y,0.114,0.169,T,Y,ABCDEFGH,48,19-OCT-15,NA
5EM0,1.1,ALLERGEN,N,0.167,0.190,T,Y,A,133,05-NOV-15,NA
5EMB,0.85,PROTEINTRANSPORT,N,0.124,0.136,T,Y,A,102,06-NOV-15,NA
5EME,1.1,RNA,Y,0.141,0.177,T,Y,A,8,06-NOV-15,NA
5EMF,1.1,RNA,N,0.124,0.153,T,Y,A,8,06-NOV-15,NA
5EMG,1.1,BIOSYNTHETICPROTEIN,N,0.164,0.193,F,Y,ABCD,0,06-NOV-15,NA
5EMI,1.1,HYDROLASE,N,0.135,0.146,T,Y,A,180,06-NOV-15,NA
5EQ0,1.2,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.158,0.186,T,Y,A,58,12-NOV-15,NA
5EQ7,1.2,BIOSYNTHETICPROTEIN,N,0.111,0.140,T,Y,A,257,12-NOV-15,NA
5EWO,0.95,VIRALPROTEIN,N,0.132,0.143,T,Y,A,214,20-NOV-15,NA
5EXH,1.3,OXIDOREDUCTASE/DNA,Y,0.169,0.187,T,Y,AB,67,23-NOV-15,NA
5EYN,1.3,TRANSFERASE,N,0.143,0.169,T,Y,A,306,25-NOV-15,NA
5F68,1.2,CIRCADIANCLOCKPROTEIN,N,0.181,0.196,F,Y,A,103,05-DEC-15,NA
5F6E,1.1,LIGASE,N,0.155,0.170,T,Y,A,156,05-DEC-15,NA
5FA8,1.3,TRANSFERASE,Y,0.185,0.212,F,Y,A,152,11-DEC-15,NA
5FAF,1.1,STRUCTURALPROTEIN,N,0.132,0.168,T,Y,A,113,11-DEC-15,NA
5FBF,1,HYDROLASE,Y,0.113,0.135,T,Y,A,267,14-DEC-15,NA
5FEW,1.2,OXIDOREDUCTASE,Y,0.111,0.132,T,Y,A,346,17-DEC-15,NA
5FG6,1.1,TRANSCRIPTION,Y,0.182,0.197,T,Y,A,118,20-DEC-15,NA
5FSV,1.2,HYDROLASE,N,0.14465,0.15993,T,Y,A,232,08-JAN-16,NA
5G38,1.1,PHOTOSYNTHESIS,N,0.159,0.184,T,Y,A,172,24-APR-16,NA
5G3Y,1.2,TRANSFERASE,N,0.132,0.150,T,Y,A,213,03-MAY-16,NA
5G5C,1.2,STRUCTURALPROTEIN,N,0.179,0.192,T,Y,A,261,23-MAY-16,NA
5GGB,1.1,HYDROLASE,Y,0.161,0.185,T,Y,A,290,15-JUN-16,NA
5GI7,1.2,TRANSFERASE,N,0.148,0.170,F,Y,A,210,22-JUN-16,NA
5GJI,0.9,SIGNALINGPROTEIN,Y,0.127,0.145,T,Y,A,114,30-JUN-16,NA
5GQI,1.3,VIRALPROTEIN,N,0.144,0.169,T,Y,A,246,07-AUG-16,NA
5GSK,1.1,DNA,Y,0.144,0.156,F,Y,A,8,16-AUG-16,NA
5GTQ,1.1,HYDROLASE,N,0.120,0.139,T,Y,A,307,23-AUG-16,NA
5GUI,1.2,CHAPERONE,N,NULL,0.167,T,Y,A,148,29-AUG-16,NA
5GV8,0.78,OXIDOREDUCTASE,N,NULL,0.140,T,Y,A,272,03-SEP-16,NA
5GZC,1.1,SUGARBINDINGPROTEIN,N,0.157,0.163,T,Y,A,152,28-SEP-16,NA
5H5Q,1.1,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR09-NOV-16,Y,0.164,0.184,T,Y,NA,177,5H5Q,NA
5H7T,1.2,HYDROLASE,N,0.147,0.164,T,Y,A,205,21-NOV-16,NA
5H9N,1.3,TRANSPORTPROTEIN,Y,0.163,0.187,T,Y,A,154,28-DEC-15,NA
5HB7,0.82,TRANSPORTPROTEIN,N,0.119,0.132,T,Y,A,125,31-DEC-15,NA
5HBS,0.89,RETINOL-BINDINGPROTEIN,N,0.125,0.133,T,Y,A,139,02-JAN-16,NA
5HBY,1.2,RNA,Y,0.154,0.166,F,Y,NA,9,03-JAN-16,NA
5HJ9,1.3,HYDROLASE,Y,0.151,0.159,T,Y,A,311,13-JAN-16,NA
5HKO,1.2,SOLUTE-BINDINGPROTEIN,N,0.157,0.178,T,Y,NA,314,14-JAN-16,NA
5HNJ,1.2,RNA,N,0.135,0.155,F,Y,ABCDEF,42,18-JAN-16,NA
5HSG,1.3,TRANSPORTPROTEIN,N,0.151,0.174,T,Y,NA,280,25-JAN-16,NA
5HUA,1.3,ISOMERASE,Y,0.154,0.164,F,Y,A,113,27-JAN-16,NA
5HUB,1.1,ISOMERASE,N,0.175,0.220,T,Y,A,79,27-JAN-16,NA
5I29,1.2,PROTEINBINDING/INHIBITOR,N,0.198,0.217,T,Y,A,139,08-FEB-16,NA
5I32,1.2,MEMBRANEPROTEIN,N,0.104,0.115,T,Y,A,238,09-FEB-16,NA
5I39,1.2,OXIDOREDUCTASE,N,0.142,0.157,T,Y,A,375,10-FEB-16,NA
5I6A,0.81,STRUCTURALPROTEIN,N,0.062,0.077,F,Y,AB,18,16-FEB-16,NA
5I8F,1.3,PLANTPROTEIN,Y,NULL,0.153,T,Y,A,164,18-FEB-16,NA
5IBQ,1.2,SOLUTE-BINDINGPROTEIN,N,0.151,0.164,T,Y,A,287,22-FEB-16,NA
5IG6,0.91,TRANSCRIPTION,N,0.126,0.143,T,Y,A,115,27-FEB-16,NA
5IGI,1.2,TRANSFERASE/ANTIBIOTIC,Y,0.161,0.163,T,Y,A,300,28-FEB-16,NA
5IHS,1.1,HYDROLASE,N,0.118,0.132,T,Y,A,306,29-FEB-16,NA
5IHV,1.1,HYDROLASE,N,0.137,0.167,T,Y,A,261,29-FEB-16,NA
5IHW,1.3,MEMBRANEPROTEIN,N,0.144,0.176,T,Y,A,314,29-FEB-16,NA
5II6,0.95,CELLADHESION,N,0.128,0.145,T,Y,A,100,01-MAR-16,NA
5II8,0.99,CELLADHESION,N,0.167,0.191,T,Y,A,131,01-MAR-16,NA
