PDB,RES
6C1X,1.05
6C1Y,2.3
6C1Z,1.3
6C25,1.9
6C29,1.538
6C2C,1.597
6C2D,1.79
6C2F,2.65
6C2G,2.3
6C2H,1.49
6C2I,1.95
6C2M,1.859
6C2N,1.802
6C2O,1.179
6C2Q,2.17
6C2R,1.96
6C2S,2.85
6C2T,1.73
6C2W,4.12
6C2X,2.6
6C2Y,2.74
6C2Z,1.37
6C30,1.397
6C31,3
6C32,1.898
6C33,1.8
6C35,1.803
6C36,1.9
6C3C,1.5
6C3D,1.55
6C3E,2.6
6C3F,1.499
6C3G,1.601
6C3H,1.705
6C3J,1.66
6C3M,1.5
6C3N,2.532
6C3R,2.6
6C3S,1.602
6C3T,1
6C3U,1.85
6C3X,1.542
6C3Z,1.681
6C40,2.7
6C42,1.997
6C43,2.9
6C45,2.388
6C46,1.95
6C48,2.32
6C49,1.85
6C4D,2.52
6C4J,2.53
6C4K,2.65
6C4M,1.94
6C4N,1.95
6C4O,1.79
6C4P,2.3
6C4Q,1.16
6C4R,2.288
6C4S,1.5
6C4T,2.49
6C4U,2.6
6C4V,1.9
6C4W,2.4
6C4X,3.55
6C4Y,2.5
6C4Z,3.3
6C50,2.503
6C51,2
6C52,1.6
6C55,2.09
6C57,3.5
6C58,2.198
6C59,2.03
6C5A,2.3
6C5B,1.42
6C5C,1.85
6C5D,1.97
6C5F,1.4
6C5H,1.99
6C5I,1.89
6C5J,2.29
6C5K,1.75
6C5L,3.2
6C5M,2.45
6C5N,1.673
6C5Q,2.404
6C5R,3.096
6C5T,2.75
6C5U,2.41
6C5W,3.1
6C5X,3.105
6C5Y,2.5
6C5Z,2.95
6C62,1.95
6C67,2.11
6C68,2.59
6C69,1.937
6C6A,2.45
6C6B,2
6C6C,2.08
6C6D,5.5
6C6E,2.18
6C6F,1.67
6C6H,2
6C6I,1.65
6C6J,1.79
6C6K,2.54
6C6M,2.5
6C6N,2.3
6C6O,2.3
6C6R,3
6C6W,2.23
6C6X,1.99
6C6Z,2.1
6C71,2.649
6C72,2.396
6C73,1.65
6C74,1.358
6C75,2.4
6C79,1.1
6C7A,1.05
6C7B,2.133
6C7C,2.1
6C7D,1.79
6C7E,1.43
6C7F,1.82
6C7G,1.68
6C7H,2.43
6C7I,1.713
6C7J,1.85
6C7L,1.91
6C7N,2
6C7O,3.15
6C7Q,1.51
6C7R,1.5
6C7T,1.83
6C7V,1.64
6C7W,1.28
6C7X,1.5
6C7Y,2.499
6C7Z,1.42
6C80,1.78
6C83,2.55
6C85,2.4
6C86,2.15
6C87,2.6
6C88,1.851
6C8B,1.61
6C8C,1.5
6C8G,6.31
6C8P,1.635
6C8Q,2.583
6C8R,1.951
6C8T,2.2
6C8V,3.2
6C8W,2.6
6C8X,1.613
6C8Y,1.942
6C8Z,2.86
6C90,2.2
6C91,2.895
6C92,1.834
6C93,2.674
6C95,3.15
6C97,2
6C98,1.85
6C99,2
6C9B,1.689
6C9C,2
6C9D,2.499
6C9E,1.55
6C9J,3.05
6C9M,2.8
6C9N,2.1
6C9P,2
6C9Q,1.95
6C9S,2.23
6C9T,2.07
6C9U,2.09
6C9V,1.7
6C9X,1.457
6C9Z,2.101
6CA3,1.743
6CA4,1.623
6CA6,2.43
6CA7,1.643
6CA8,2.331
6CA9,2.702
6CAC,1.79
6CAD,2.55
6CAF,1.3
6CAI,1.82
6CAN,2.2
6CAO,3.45
6CAP,3.4
6CAQ,3.4
6CAR,3.4
6CAS,3.5
6CAU,2.5
6CAV,2.6
6CAW,1.95
6CAX,1.25
6CAZ,1.5
6CB0,1.97
6CB2,2
6CB5,1.78
6CB6,1.8
6CB7,1.6
6CB9,1.1
6CBC,3
6CBF,2.3
6CBG,2
6CBH,2
6CBI,2.75
6CBJ,2.85
6CBK,1.75
6CBL,1.6
6CBM,1.65
6CBN,1.35
6CBP,2.17
6CBR,1.5
6CBU,1.2
6CBV,1.872
6CBX,1.94
6CBY,2.55
6CBZ,1.65
6CC0,2.5
6CC2,1.66
6CC4,3.5
6CC6,1.8
6CC7,1.87
6CCA,1.75
6CCB,6.5
6CCD,1.8
6CCF,2.1
6CCG,1.9
6CCI,1.85
6CCK,1.61
6CCL,1.77
6CCM,1.79
6CCN,1.87
6CCO,1.82
6CCQ,1.92
6CCR,1.6
6CCS,2.06
6CCT,2.4
6CCV,3.05
6CCY,2.18
6CD0,1.74
6CD1,1.91
6CD2,3.7
6CD3,2.612
6CD4,1.23
6CD5,1.58
6CD6,2.2
6CD7,1.53
6CD8,1.6
6CD9,1.55
6CDA,2
6CDB,1.99
6CDC,1.75
6CDD,2.582
6CDF,2.6
6CDG,1.6
6CDH,1.821
6CDJ,1.13
6CDK,2.1
6CDL,1.25
6CDN,2.055
6CDO,2.099
6CDQ,1.92
6CDR,2.399
6CDS,2.62
6CDT,1.8
6CDU,3.45
6CDX,1
6CDZ,2.4
6CE1,2.8
6CE2,2.15
6CE6,1.6
6CEA,1.6
6CEC,1.55
6CED,1.7
6CEE,1.55
6CEF,1.8
6CEH,1.43
6CEN,1.61
6CEO,1.896
6CEP,2
6CEQ,1.67
6CER,2.69
6CEV,2.005
6CEW,1.2
6CEX,2.57
6CEY,2.4
6CEZ,2.399
6CF0,1.64
6CF1,1.9
6CF3,1.12
6CF5,2.04
6CF6,1.93
6CF7,2.719
6CF8,1.87
6CFC,2.04
6CFD,2.57
6CFE,1.994
6CFF,2.396
6CFG,2.32
6CFJ,2.8
6CFM,2.45
6CFO,2.7
6CFP,2.45
6CFQ,1.72
6CFT,2.43
6CFU,2.244
6CFV,1.918
6CFX,2
6CG1,2.16
6CG2,2.34
6CG3,2.03
6CG4,2.083
6CG5,2.08
6CG6,2.707
6CG7,2.705
6CG8,2.299
6CG9,1.8
6CGA,3.5
6CGB,2.994
6CGC,2.1
6CGD,2.2
6CGG,2.4
6CGI,2.3
6CGJ,1.75
6CGK,1.668
6CGL,3.2
6CGM,2
6CGN,2.26
6CGO,2
6CGP,2.5
6CGQ,2.019
6CGS,1.72
6CGU,1.9
6CGY,1.65
6CH1,1.9
6CH2,2.7
6CH3,2.68
6CH4,2.3
6CH5,1.65
6CH6,1.7
6CH9,4.85
6CHB,6.801
6CHD,2.5
6CHE,1.1
6CHF,2.4
6CHG,2.985
6CHH,2.3
6CHI,2.698
6CHJ,2.428
6CHK,1.8
6CHL,2.2
6CHM,2.28
6CHN,2.03
6CHO,1.85
6CHP,1.94
6CHQ,1.79
6CHT,3.174
6CHU,1.61
6CHV,2.9
6CHW,1.89
6CHX,1.4
6CHZ,1.68
6CI0,2.4
6CI2,1.96
6CI4,1.824
6CI6,2.8
6CI8,1.7
6CIB,2.05
6CIC,1.752
6CID,1.75
6CIE,1.95
6CIF,2.2
6CII,1.7
6CIL,4.15
6CIM,3.6
6CIN,2.6
6CIP,3.189
6CIR,2.648
6CIS,1.51
6CIU,1.7
6CIW,1.42
6CIY,1.68
6CIZ,2.601
6CJ0,1.9
6CJ1,1.53
6CJ2,1.47
6CJ3,1.73
6CJ4,1.73
6CJ5,2.8
6CJ6,2.1
6CJ7,1.6
6CJ9,1.7
6CJA,1.7
6CJB,1.75
6CJC,2.575
6CJE,3.36
6CJF,1.63
6CJG,2.851
6CJH,3.6
6CJI,1.64
6CJJ,1.74
6CJK,1.795
6CJL,1.697
6CJP,2.6
6CJR,1.8
6CJS,1.9
6CJV,1.547
6CJW,3.38
6CJX,2.44
6CJY,3.05
6CK0,2.25
6CK1,2.15
6CK2,2.25
6CK3,2.9
6CK6,3.32
6CK7,1.65
6CK8,2.05
6CK9,2.714
6CKA,1.559
6CKE,1.37
6CKG,2
6CKH,2.1
6CKL,2.684
6CKM,1.543
6CKO,2
6CKP,1.15
6CKR,1.62
6CKS,1.72
6CKT,1.8
6CKW,2.06
6CKX,2.8
6CKY,1.8
6CL1,2.651
6CL4,2.64
6CL5,2.324
6CL6,1.898
6CLV,2.3
6CLW,2.74
6CLX,2.73
6CLY,2.186
6CM2,2.14
6CM4,2.867
6CMC,3.671
6CME,1.92
6CMG,2.7
6CMI,2.72
6CMJ,2.4
6CMK,1.732
6CML,2.7
6CMM,2.1
6CMN,1.796
6CMQ,2.9
6CMR,2.21
6CMS,2.68
6CMV,2.45
6CMW,3.15
6CMZ,2.3
6CN0,2.95
6CN1,2.75
6CN3,3.351
6CN5,2.3
6CN6,2.45
6CN7,2.45
6CN8,1.4
6CN9,1.8
6CNG,1.47
6CNH,2
6CNL,2.6
6CNP,2.1
6CNQ,2.151
6CNR,2.09
6CNU,1.05
6CNW,0.92
6CNX,2
6CNY,2.1
6CNZ,2.15
6CO1,2.179
6CO3,2.384
6CO5,1.686
6COA,1.2
6COC,1.93
6COE,1.844
6COF,1.52
6COG,1.8
6COI,2.024
6COJ,1.4
6COK,1.89
6COM,2.3
6CON,2.1
6CP0,3.01
6CP2,2.9
6CP8,2.201
6CP9,2.55
6CPB,1.155
6CPD,1.903
6CPE,2.45
6CPF,2.3
6CPG,2.8
6CPH,1.7
6CPL,2.45
6CPM,2.011
6CPN,2
6CPO,2.4
6CPQ,1.93
6CPR,2.7
6CPS,1.93
6CPT,1.9
6CPU,1.8
6CPW,1.85
6CPY,1.7
6CPZ,1.12
6CQ0,3.19
6CQ1,1.699
6CQ2,3.004
6CQ4,3.2
6CQ5,3.354
6CQ7,2
6CQ8,3
6CQA,2.2
6CQB,2.91
6CQC,1.54
6CQD,2.12
6CQE,1.886
6CQF,2.246
6CQG,1.932
6CQH,2.15
6CQI,2.42
6CQJ,2.75
6CQK,2.8
6CQN,2.5
6CQQ,2.8
6CQR,3.04
6CQS,1.7
6CQT,2.273
6CQU,2.308
6CQV,2.601
6CQW,2.278
6CQX,2.4
6CQY,2.449
6CQZ,2.216
6CR0,1.548
6CR1,1.521
6CR2,2.38
6CR3,1.95
6CR4,1.8
6CR5,1.982
6CR6,2.097
6CR7,2.29
6CR8,2.05
6CR9,1.96
6CRB,2.151
6CRC,2.3
6CRD,2.57
6CRE,1.58
6CRF,2.62
6CRG,2.75
6CRH,2.327
6CRM,2.193
6CRN,2.5
6CRT,1.995
6CS8,1.749
6CS9,1.85
6CSB,2.394
6CSE,3.24
6CSJ,2.395
6CSL,1.921
6CSN,2.9
6CSQ,2.031
6CSR,1.619
6CSS,1.7
6CST,2
6CSU,2.5
6CSV,2.5
6CSW,2.25
6CT2,2.128
6CT3,1.9
6CT5,1.759
6CT6,1.705
6CT7,1.903
6CT9,2.26
6CTA,2.779
6CTC,2.6
6CTD,5.8
6CTE,1.2
6CTF,4.05
6CTH,1.7
6CTI,2.001
6CTJ,2.1
6CTK,2.153
6CTL,2
6CTM,2.101
6CTN,1.92
6CTO,2.04
6CTP,2.2
6CTQ,1.87
6CTR,1.85
6CTT,2
6CTU,1.9
6CTV,2.02
6CTW,1.981
6CTX,2.02
6CTY,2.41
6CTZ,1.34
6CU0,3.2
6CU2,2.58
6CU3,2.5
6CU6,1.5
6CU9,2.04
6CUA,2.17
6CUB,2.05
6CUH,2.01
6CUJ,1.805
6CUK,1.47
6CUL,2.3
6CUM,1.6
6CUO,1.73
6CUP,1.833
6CUQ,2.45
6CUR,1.73
6CUT,1.77
6CUU,2.994
6CUV,2.26
6CUX,4.104
6CUZ,1.75
6CV6,2.6
6CV7,1.692
6CVA,1.559
6CVC,2.2
6CVD,1.78
6CVE,2.2
6CVF,2.3
6CVH,3.5
6CVL,2.953
6CVO,2.4
6CVQ,1.65
6CVR,1.88
6CVS,2.11
6CVT,2.941
6CVU,2.426
6CVV,2.41
6CVW,1.78
6CVX,1.779
6CVY,1.798
6CVZ,1.8
6CW0,1.38
6CW1,2.84
6CW3,1.98
6CW5,1.8
6CW6,2.85
6CW8,1.9
6CW9,2
6CWB,2.85
6CWD,3.33
6CWE,2.2
6CWF,2.25
6CWH,2
6CWI,2.16
6CWJ,2.253
6CWK,1.256
6CWL,2.15
6CWM,1.15
6CWN,1.53
6CWO,1.87
6CWQ,1.9
6CWT,3.151
6CWU,2.08
6CWX,2.25
6CX0,3.501
6CX2,3.101
6CX3,3.101
6CX4,3.081
6CX5,2.4
6CX6,2.84
6CX7,2.6
6CX8,2.41
6CX9,2.36
6CXA,2.65
6CXB,1.701
6CXD,2.75
6CXF,2.5
6CXG,2.298
6CXH,2.704
6CXL,3.586
6CXM,2.65
6CXO,2.2
6CXT,1.9
6CXU,2.49
6CXW,1.832
6CXX,1.26
6CY3,2.3
6CY5,1.7
6CY6,1.75
6CY7,2.2
6CY8,2.729
6CYD,1.69
6CYF,2.78
6CYG,1.504
6CYH,1.49
6CYJ,2.699
6CYK,1.7
6CYL,1.8
6CYM,2.9
6CYN,1.6
6CYP,2
6CYQ,1.698
6CYS,1.85
6CYT,3.5
6CYU,1.82
6CYV,1.3
6CYW,1.95
6CYX,2.3
6CYY,2.506
6CYZ,2.04
6CZ1,1.68
6CZ2,2.5
6CZ3,1.8
6CZ4,1.5
6CZ6,2.7
6CZ7,1.62
6CZ9,1.8
6CZB,2.4
6CZC,2.3
6CZD,2.4
6CZE,2.3
6CZF,1.949
6CZG,2.2
6CZH,1.8
6CZI,2.3
6CZJ,2.1
6CZK,2.001
6CZL,2.92
6CZM,2.88
6CZN,2.5
6CZO,2.95
6CZP,2.24
6CZQ,2.2
6CZR,3.14
6CZS,1.66
6CZU,1.47
6CZV,1.88
6CZW,1.6
6CZX,1.57
6CZZ,1.7
6D02,2.5
6D07,2.1
6D08,2.1
6D09,1.85
6D0A,1.468
6D0B,1.6
6D0C,1.5
6D0D,1.85
6D0E,1.95
6D0F,2.5
6D0G,1.78
6D0H,1.5
6D0J,3
6D0L,1.97
6D0M,1.832
6D0O,2.3
6D0P,1.88
6D0Q,2.801
6D0R,2.859
6D0S,2.3
6D0T,1.63
6D0U,3.25
6D0V,1.64
6D0W,1.7
6D0X,1.849
6D0Y,2.676
6D0Z,1.75
6D11,3.4
6D12,2.205
6D13,3.06
6D14,2.5
6D15,1.3
6D16,1.4
6D17,1.45
6D18,1.35
6D19,1.45
6D1A,1.25
6D1B,1.25
6D1C,1.25
6D1D,1.4
6D1E,1.15
6D1F,1.15
6D1G,1.15
6D1H,1.25
6D1I,1.1
6D1J,1.15
6D1K,1.2
6D1L,1.4
6D1M,1.21
6D1N,2.2
6D1O,2.7
6D1P,2.35
6D1Q,2.15
6D1R,1.995
6D1S,3.2
6D1T,2.25
6D1U,2.05
6D1V,1.81
6D1X,2.3
6D1Y,1.93
6D20,1.94
6D21,1.999
6D22,2.46
6D25,1.91
6D27,2.738
6D28,1.75
6D29,1.88
6D2B,2.04
6D2C,1.906
6D2G,2.5
6D2I,3.192
6D2J,2.1
6D2K,1.55
6D2L,2
6D2M,1.9
6D2N,1.9
6D2O,1.9
6D2Q,2.99
6D2R,1.83
6D2S,1.819
6D2T,1.9
6D2W,2.1
6D2X,1.72
6D2Y,2.19
6D2Z,1.18
6D31,1.2
6D32,3.751
6D34,2.1
6D38,2.8
6D39,2.83
6D3B,1.4
6D3E,2.395
6D3I,3.196
6D3J,3
6D3K,2.6
6D3M,2.03
6D3N,2.7
6D3O,3.1
6D3Q,2.24
6D3V,1.8
6D3W,1.9
6D3X,1.8
6D3Y,1.32
6D3Z,2
6D40,1.43
6D42,1.75
6D43,2.04
6D45,1.779
6D47,2.45
6D48,1.776
6D49,1.801
6D4A,1.751
6D4B,1.45
6D4D,1.765
6D4E,2.8
6D4F,1.909
6D4G,2.8
6D4I,2.95
6D4K,1.32
6D4L,2
6D4M,3.47
6D4N,3.25
6D4O,2.9
6D4P,2.11
6D4Q,1.71
6D4R,1.34
6D4S,1.63
6D4U,1.7
6D4V,2.02
6D4W,1.8
6D51,1.83
6D52,1.6
6D54,1.9
6D56,1.68
6D57,1.81
6D58,2.39
6D59,1.7
6D5A,2.622
6D5B,2
6D5C,1.9
6D5D,1.9
6D5E,1.75
6D5G,1.92
6D5H,1.8
6D5J,1.751
6D5L,1.7
6D5M,2.081
6D5N,2
6D5O,2
6D5P,3
6D5Q,2
6D5R,2
6D5S,2
6D5T,2
6D5U,2
6D5V,2.04
6D5W,2.478
6D5X,2.4
6D5Y,2.86
6D60,2.22
6D62,1.77
6D64,1.7
6D66,2.226
6D69,2.601
6D6A,1.9
6D6B,1.7
6D6C,1.88
6D6D,1.7
6D6E,2
6D6F,2
6D6G,2
6D6H,2
6D6J,1.35
6D6K,2.5
6D6L,1.63
6D6M,1.9
6D6N,1.81
6D6O,1.65
6D6P,1.65
6D6W,1.8
6D6Y,2.246
6D6Z,2.38
6D71,1.718
6D72,2.17
6D78,2.347
6D79,3.501
6D7A,1.13
6D7C,2.95
6D7F,2.4
6D7H,1.801
6D7I,2.001
6D7K,2.6
6D7M,2.187
6D7N,2.3
6D7O,3.45
6D7P,3.37
6D7Q,3.497
6D7U,2.7
6D7V,4.3
6D7X,3.6
6D7Y,1.75
6D81,2.248
6D82,2.407
6D85,2.203
6D86,2.301
6D87,2.7
6D88,2.853
6D8A,2.251
6D8D,3.55
6D8E,2.537
6D8F,2.15
6D8G,3
6D8I,1.65
6D8J,1.63
6D8K,2.65
6D8P,2.1
6D8V,2.8
6D8W,2.35
6D8Z,2.65
6D91,2.356
6D92,1.81
6D95,1.85
6D96,2.15
6D97,2.2
6D99,2.15
6D9A,2.9
6D9B,2.2
6D9C,3.05
6D9E,2.85
6D9F,2.03
6D9G,2.3
6D9K,2
6D9L,2.6
6D9M,1.35
6D9N,1.2
6D9R,1.64
6D9S,2.105
6D9T,2
6D9X,1.83
6D9Y,1.3
6D9Z,3.402
6DA0,2.2
6DA1,2
6DA2,2.65
6DA3,2.37
6DA4,2.9
6DA5,2.25
6DA6,2.59
6DA7,1.83
6DA8,2.802
6DAA,2.15
6DAB,2.35
6DAC,2.55
6DAE,2
6DAG,2.8
6DAH,2.502
6DAI,1.63
6DAJ,2.45
6DAK,1.6
6DAL,2.65
6DAM,1.85
6DAN,2.047
6DAO,1.939
6DAQ,2
6DAR,1.88
6DAS,1.8
6DAT,2.35
6DAU,2.26
6DAV,1.55
6DAW,2.1
6DAX,1.7
6DAY,1.65
6DAZ,1.94
6DB0,1.7
6DB1,2
6DB2,1.7
6DB3,1.97
6DB5,2.599
6DB7,2.213
6DB8,1.865
6DB9,2.025
6DBB,2.1
6DBD,1.755
6DBE,1.65
6DBF,1.55
6DBG,1.51
6DBH,2.597
6DBM,2.368
6DBN,2.48
6DBP,1.603
6DC0,2.8
6DC1,2.68
6DC2,1.992
6DC3,3.501
6DC4,1.7
6DC5,3.5
6DC6,3.14
6DC7,1.901
6DC8,1.799
6DC9,2.999
6DCB,1.998
6DCC,2.1
6DCD,1.55
6DCE,1.56
6DCG,1.45
6DCH,1.8
6DCJ,1.35
6DCL,2.497
6DCM,1.031
6DCN,2.444
6DCR,1.978
6DCS,2.7
6DCU,2.95
6DCV,1.9
6DCY,2.08
6DCZ,2.89
6DD0,1.5
6DD1,1.7
6DD2,2.906
6DD3,1.98
6DD4,2.1
6DD5,2.85
6DD7,2
6DD9,2.3
6DDA,3.2
6DDB,2.8
6DDC,2.91
6DDH,2.35
6DDK,2.5
6DDL,2.26
6DDM,1.3
6DDN,2.295
6DDO,2.48
6DDP,1.49
6DDR,1.9
6DDS,1.72
6DDT,2.1
6DDV,2.05
6DDW,1.4
6DDX,2.901
6DDY,1.803
6DDZ,1.97
6DE0,2.05
6DE3,3.06
6DE4,2.411
6DE5,2.3
6DE6,2.1
6DE7,4.123
6DE8,2.104
6DE9,1.95
6DEB,1.7
6DED,2.204
6DEE,3.04
6DEF,2.26
6DEH,1.8
6DEJ,1.628
6DEL,2.119
6DEM,2.038
6DEN,1.806
6DEO,1.971
6DEP,2.149
6DEQ,2.127
6DER,2.126
6DES,2.402
6DET,1.75
6DEU,2.796
6DEW,2
6DEX,2.1
6DEZ,3.2
6DF2,2.6
6DF4,1.3
6DF6,2.5
6DF8,2.536
6DF9,2.319
6DFA,1.908
6DFB,1.66
6DFC,1.85
6DFD,1.901
6DFI,2.48
6DFJ,2.07
6DFK,3.1
6DFL,2.396
6DFM,2.14
6DFN,2.1
6DFO,2.54
6DFP,1.5
6DFQ,2.6
6DFT,3.5
6DFU,2.05
6DFV,1.71
6DFW,3.2
6DFY,2.623
6DG0,2.457
6DG3,2.944
6DG4,1.442
6DG6,1.999
6DGA,1.19
6DGB,2.52
6DGC,2.92
6DGG,1.498
6DGI,2.3
6DGK,1.9
6DGL,1.95
6DGM,1.49
6DGO,3.1
6DGP,3.1
6DGQ,2.45
6DGR,2.15
6DGS,1.75
6DGT,2.601
6DGU,2.691
6DGV,2.8
6DGX,2.001
6DGY,1.954
6DGZ,1.994
6DH0,1.899
6DH1,1.971
6DH2,1.978
6DH3,1.908
6DH4,1.943
6DH5,2.008
6DH6,1.97
6DH7,1.997
6DH8,1.951
6DH9,2.7
6DHA,1.88
6DHB,1.7
6DHC,2.85
6DHD,2.5
6DHE,2.05
6DHF,2.08
6DHH,2.2
6DHI,3.1
6DHJ,3.2
6DHK,3.5
6DHL,3.624
6DHM,3
6DHN,3.3
6DHQ,2.3
6DHS,3.5
6DHT,1.42
6DHU,1.63
6DHV,2.099
6DHW,2.013
6DHX,1.75
6DHY,2.22
6DHZ,2.8
6DI0,1.3
6DI1,1.1
6DI3,2
6DI4,1.9
6DI5,1.42
6DI6,1.39
6DI7,2.3
6DI8,1.859
6DI9,1.25
6DIA,1.969
6DIC,1.992
6DIE,1.78
6DIF,1.2
6DIH,1.78
6DII,3.2
6DIK,1.93
6DIL,1.482
6DIM,1.81
6DIN,1.8
6DIO,2.14
6DIQ,1.579
6DIR,1.751
6DIS,1.921
6DIT,1.789
6DIU,1.868
6DIV,1.83
6DIW,1.8
6DIX,1
6DIY,0.9
6DJ0,1.3
6DJ1,1.26
6DJ2,1.36
6DJ3,2.6
6DJ4,3.01
6DJ5,1.75
6DJ6,1.9
6DJ7,1.31
6DJ8,2.05
6DJ9,3.1
6DJA,2.48
6DJC,1.46
6DJD,1.777
6DJE,1.705
6DJF,1.67
6DJG,1.88
6DJH,1.918
6DJI,1.75
6DJJ,1.741
6DJK,1.85
6DJL,3.1
6DJT,1.64
6DJW,3.801
6DJX,4.801
6DK0,2.9
6DK1,3.12
6DK2,2.02
6DK3,2.04
6DK4,2.71
6DK5,1.85
6DK7,2.6
6DK8,3.8
6DK9,2.6
6DKB,2.68
6DKC,2.9
6DKD,3
6DKE,1.76
6DKG,2.53
6DKH,2.608
6DKI,2.11
6DKJ,1.95
6DKK,2.7
6DKM,2.38
6DKN,1.8
6DKO,1.556
6DKP,2.966
6DKQ,1.5
6DKS,2.78
6DKU,2.6
6DKV,1.89
6DKW,2.91
6DKY,1.239
6DKZ,0.99
6DL0,1.2
6DL1,1.029
6DL2,1.47
6DL7,2
6DL8,3.805
6DL9,1.8
6DLA,2.004
6DLB,2.2
6DLC,3.261
6DLD,3.3
6DLE,3.994
6DLF,3.446
6DLG,1.499
6DLH,2.2
6DLI,2.7
6DLJ,2.604
6DLK,2
6DLL,2.2
6DLM,1.753
6DLO,2.7
6DLP,4
6DLX,1.848
6DLY,2.1
6DM3,1.95
6DM4,1.9
6DM6,2.25
6DM8,2.7
6DM9,2.25
6DMA,3.363
6DMF,2.4
6DMG,2.2
6DMH,1.3
6DMI,1.9
6DMJ,1.15
6DMK,1.66
6DML,1.5
6DMN,1.27
6DMV,1.52
6DMX,2.8
6DN0,2
6DN4,1.99
6DN5,2.4
6DN7,1.4
6DN8,1.75
6DNA,3
6DNB,1.7
6DND,2.1
6DNE,2.958
6DNJ,1.65
6DNK,1.95
6DNL,1.7
6DNM,1.397
6DNO,1.45
6DNP,1.711
6DNS,2.24
6DNT,1.66
6DNU,2.283
6DNV,1.603
6DNW,2.849
6DNZ,2.384
6DO0,2.798
6DO2,1.7
6DO3,2.165
6DO5,2.5
6DO8,1.414
6DO9,1.36
6DOA,1.474
6DOB,1.343
6DOC,1.496
6DOD,1.535
6DOE,1.451
6DOF,1.433
6DOG,1.285
6DOH,1.363
6DOI,1.948
6DOJ,1.403
6DOK,1.38
6DOL,1.433
6DOM,1.425
6DON,1.422
6DOO,1.44
6DOP,1.25
6DOQ,1.422
6DOR,1.5
6DOS,1.318
6DOT,1.423
6DOU,1.487
6DOV,1.521
6DOW,1.495
6DOX,1.45
6DOY,1.45
6DOZ,1.573
6DP0,1.451
6DP2,1.662
6DP3,1.461
6DP4,1.374
6DP5,1.432
6DP6,1.403
6DP7,1.381
6DP8,1.323
6DP9,1.4
6DPA,1.489
6DPB,1.324
6DPC,1.34
6DPD,1.46
6DPE,1.56
6DPF,1.56
6DPG,1.38
6DPH,1.339
6DPI,1.347
6DPJ,1.55
6DPK,1.391
6DPL,1.45
6DPM,1.677
6DPN,1.493
6DPO,1.45
6DPP,1.45
6DPR,3.2
6DPT,1.79
6DPX,1.9
6DPY,1.91
6DPZ,1.5
6DQ0,2.048
6DQ1,1.598
6DQ3,1.78
6DQ4,1.392
6DQ5,1.89
6DQ6,1.587
6DQ7,1.852
6DQ8,1.46
6DQ9,1.748
6DQA,1.888
6DQB,1.791
6DQC,1.755
6DQD,1.987
6DQE,1.689
6DQF,1.688
6DQG,2.7
6DQH,1.104
6DQI,1.95
6DQL,3.3
6DQO,1.705
6DQP,1.546
6DQQ,1.85
6DQR,2.08
6DQT,1.95
6DQU,1.65
6DQW,2.6
6DQX,1.76
6DR1,2.5
6DR3,2.101
6DR4,2.105
6DR5,2.079
6DR6,2.608
6DR7,1.849
6DR9,1.945
6DRB,2.745
6DRE,1.8
6DRH,2.299
6DRM,2.06
6DRR,1.599
6DRS,1.997
6DRT,2.117
6DRU,2.7
6DRW,2.303
6DRX,3.1
6DRZ,3.102
6DS0,3.188
6DS2,2.1
6DS6,1.95
6DS7,1.9
6DS8,2.4
6DS9,1.34
6DSI,2.49
6DSP,1.37
6DSQ,2.7
6DSR,2.597
6DSS,2.599
6DSU,1.98
6DSV,1.99
6DSW,1.589
6DSX,1.99
6DSY,1.98
6DSZ,3.093
6DT1,2.75
6DT3,1.2
6DT4,1.8
6DT6,2.101
6DT7,2.5
6DTC,2
6DTD,1.65
6DTF,1.75
6DTG,1.9
6DTH,1.96
6DTI,3.54
6DTK,2
6DTL,2.753
6DTM,2.5
6DTN,1.475
6DTQ,2.15
6DTS,1.5
6DTT,1.9
6DTU,1.5
6DTV,1.12
6DTW,2.742
6DTX,3.327
6DU0,1.82
6DU2,2.5
6DU3,2.58
6DU4,1.7
6DU6,3.513
6DU7,2.56
6DU9,2.33
6DUB,1.2
6DUC,1.791
6DUE,2.6
6DUF,1.963
6DUG,2.225
6DUH,2.003
6DUJ,1.822
6DUK,2.2
6DUM,2
6DUN,1.59
6DUP,2.3
6DUQ,3.7
6DUR,1.8
6DUS,2.6
6DUV,1.8
6DUW,2.2
6DUX,2.25
6DV0,1.2
6DV1,2.2
6DV2,3.6
6DV4,1.14
6DV5,3.58
6DV9,3.8
6DVB,3.8
6DVD,3.899
6DVE,3.812
6DVH,1.7
6DVI,2.3
6DVL,2.1
6DVM,1.47
6DVN,2.2
6DVO,1.98
6DVR,1.54
6DVS,1.821
6DVU,1.8
6DVX,2.27
6DW2,1.7
6DW3,2.2
6DW4,1.99
6DW5,1.93
6DW7,2.5
6DWC,2.27
6DWD,1.7
6DWE,2.691
6DWG,1.9
6DWH,2
6DWI,2.39
6DWJ,2.5
6DWK,2.3
6DWN,3
6DWO,2.15
6DWR,1.319
6DWS,1.9
6DWU,3.96
6DWV,2.2
6DWX,2.395
6DX0,2.9
6DX1,1.652
6DX2,1.614
6DX3,2.052
6DX5,2.224
6DX7,2.61
6DX9,1.5
6DXA,2.01
6DXB,1.549
6DXC,1.54
6DXE,1.608
6DXF,1.55
6DXH,2
6DXI,2.6
6DXK,3.05
6DXL,2.45
