PDB,RES
5MDU,1
5MFA,1.2
5MK9,0.92
5MR1,1.2
5MRX,0.85
5MSO,1.2
5MSZ,1.1
5MU9,1.3
5MWZ,1.3
5MX9,1.1
5N13,1.2
5N3J,1.1
5N3V,1.1
5N6F,1.1
5N9H,1
5NAI,1.1
5NAT,1.2
5NFM,0.8
5NG9,1.1
5NLU,1.2
5NMN,0.95
5NOA,1.3
5NQ0,1.1
5NQI,0.85
5NQO,1.1
5NSA,1.3
5NVG,1.1
5NW3,0.59
5NYK,1.1
5O0S,1.2
5O0U,0.99
5O0Z,1.3
5O2X,0.95
5O45,0.99
5O5S,1.2
5OBY,1.3
5OD4,1.1
5OFK,1.2
5OHQ,1.1
5OJ5,1.1
5OK4,1.3
5OL4,1.3
5ONK,1
5OPF,1.1
5OQZ,0.81
5OTN,0.99
5OUO,1.1
5OXZ,1.2
5P9J,1.1
5P9V,1
5Q22,1.2
5QIF,1.2
5QU8,0.93
5SUI,1.3
5SV5,1
5SVY,1.1
5SZC,1.2
5T39,1.1
5TAB,1.3
5TDA,0.79
5TFQ,1.1
5TIF,0.97
5TNV,1
5TOG,1.1
5TP0,1.3
5TQJ,1.3
5TWT,1.3
5TXJ,1.1
5TZM,1.2
5U3A,0.95
5U5O,1.1
5U64,1.2
5U69,1.3
5UD9,1.3
5UFY,1.1
5UGG,1.2
5ULB,1.3
5UM2,1.1
5UQ6,1.2
5UQZ,1.1
5UUK,1.2
5UWZ,1.3
5V1K,1.2
5V1L,1.2
5V2H,1.1
5V3N,1.3
5V5C,1.3
5VHG,1.3
5VI6,1.2
5VNY,1.1
5VSG,1.1
5VX5,1.3
5VXQ,1
5W0G,1.1
5W0H,1.1
5W98,1.2
5WGI,1.1
5WHN,1.1
5WHP,1
5WIA,1
5WIQ,1.3
5WKB,1
5WSQ,1.1
5X2E,1.3
5X9L,0.9
5XBU,1
5XCT,1.2
5XCY,1.2
5XEC,1.1
5XJZ,0.98
5XQV,0.97
5XSG,0.73
5XVT,0.85
5XW2,1.3
5Y1F,1.3
5Y4Z,1.3
5Y90,1.3
5YC6,1.2
5YCE,0.77
5YDE,1
5YH4,1.3
5YOB,1.1
5YSX,1.2
5YVK,1.3
5Z37,1.3
5Z3E,1.1
5Z42,1.3
5Z95,1.2
5ZAT,1.1
5ZCK,1.3
5ZGL,0.95
5ZHZ,1.2
5ZIM,1.3
5ZRC,1.1
5ZRQ,1.1
5ZW7,1.3
5ZX8,1
5ZXE,1.3
6A9S,1.2
6AFM,1.3
6AID,1.3
6ANM,0.64
6ANN,0.76
6AO9,1.1
6APO,1.2
6AQT,1.1
6AQV,1.3
6AQW,1.3
6AR0,1.1
6AT0,1.3
6AT8,1.1
6AVX,1.3
6AXZ,0.75
6B00,0.9
6B17,1.3
6B26,1.2
6B8F,1.1
6BG3,1.1
6BGY,1.2
6BHD,1.3
6BIO,1.2
6BN3,1.3
6BO0,1.2
6BQA,1
6BTK,1.1
6BWZ,1.1
6BXD,1.1
6BXV,1.1
6BXX,1.1
6BZM,0.9
6BZP,1.1
6C1X,1.1
6C1Z,1.3
6C3T,1
6C4Q,1.2
6CAF,1.3
6CAX,1.3
6CB9,1.1
6CBU,1.2
6CEW,1.2
6CF4,0.75
6CKP,1.1
6CLC,1
6CLD,1
6CLE,1
6CLF,1.1
6CLI,1
6CLJ,1
6CLK,1
6CLL,1
6CLM,1
6CLN,1.1
6CLO,1.1
6CLP,1.2
6CLQ,1.2
6CNW,0.92
6CQ3,1.3
6CWK,1.3
6CWM,1.1
6DCM,1
6DDM,1.3
6DF4,1.3
6DGA,1.2
6DIX,1
6DIY,0.9
6DJ0,1.3
6DKY,1.2
6DKZ,0.99
6DL0,1.2
6DL1,1
6DOP,1.3
6DQH,1.1
6DTV,1.1
6DY5,1.3
6E0O,1.3
6E4D,1.3
6E6O,0.7
6E7E,1.1
6EEX,1.1
6EEY,1.1
6EF7,1
6EFN,1.3
6EH4,1.3
6EIO,0.84
6EKG,1.1
6EKZ,1.1
6ELM,1.1
6ELV,1.1
6ELW,1.3
6ENP,1
6ENS,1.3
6EQE,0.92
6ESM,1.1
6ET6,1.2
6ETL,0.85
6EUW,1
6EVG,1.1
6EVH,0.9
6EXX,1.1
6EXZ,1.3
6EY1,1.2
6F8B,1.3
6F9O,1.1
6FC0,1.3
6FEX,1.3
6FF1,1.3
6FG4,1.1
6FG8,1.3
6FGG,1.1
6FI2,1.2
6FIH,1.1
6FJ7,1.1
6FJN,0.97
6FM7,1
6FMB,1.3
6FMC,0.9
6FNK,1
6FRE,1.2
6FSG,1.3
6FSN,1.2
6FT2,1.3
6FTF,1.1
6FUC,1.2
6FVI,1
6FYJ,1.3
6GBI,1.3
6GEH,1.1
6GG1,1.3
6GGP,1
6GHT,1.1
6GKE,1.1
6GLD,1.1
6GLH,1.2
6GNA,1.3
6GPU,1.2
6GUX,1.3
6GV3,1.2
6GVD,1.2
6GX2,1.1
6GY5,1.1
6GZ8,1
6H0M,1.3
6H10,1.1
6H17,1.3
6H26,1.3
6H40,1.1
6HAV,1.1
6HER,1.2
6HFQ,1.1
6HHM,1.2
6HMQ,0.97
6HPH,1.1
6HQC,1.3
6HR0,1
6HSA,0.92
6HUR,1.3
6HXU,1.2
6HY3,1.3
6HYN,1.1
6HYO,1.1
6HZR,1.2
6I03,1
6I05,1.2
6I4E,1.2
6IGG,1
6IH0,1.2
6IIY,1.3
6ITA,1.2
6IUX,1.2
6J2M,1.1
6J2U,1.3
6J60,0.96
6J6V,1.2
6J93,0.95
6JB9,1.1
6JGJ,0.78
6JK2,1.1
6JK4,1.1
6JPT,0.96
6JSA,1.3
6JV0,1.1
6K4X,1.2
6KBX,1.2
6KBY,1.1
6KFN,0.89
6KGI,1
6KJ1,0.65
6KJ2,0.67
6KJ3,0.6
6KJ4,0.65
6M43,1.2
6M7K,1.1
6M7M,1.1
6M8M,1.2
6M9I,0.9
6M9J,0.9
6MAP,1.1
6MC2,1.1
6MM2,1
6MRR,1.2
6MU0,1.1
6MU9,0.97
6MVZ,0.83
6MW0,0.78
6MW1,0.77
6MW2,0.77
6MWS,1.2
6MYE,1.1
6N1B,1.3
6N2U,1.3
6N3D,1.1
6N4L,1.1
6N59,1
6N9H,1
6NB9,1.1
6NE2,1.3
6NFR,1
6NIB,1.2
6NIZ,0.93
6NMW,1.2
6NP3,1.1
6NXY,1.1
6O40,1.2
6O54,1.2
6O5I,1.2
6ODG,1
6OHK,1.2
6OIZ,1.1
6P0I,1.2
6P2L,1.1
6P7Z,1.2
6PO6,1
6PSA,1.3
6PVJ,1.3
6PWS,1
6PYM,1.2
6PZD,1.1
6Q1M,1.2
6Q4G,0.98
6Q5O,1
6Q5Q,1.1
6Q6T,0.94
6Q7D,0.98
6QAZ,1
6QDI,1.1
6QHJ,1.3
6QTS,1.1
6QU6,1
6QW8,1.1
6QXU,1.2
6R2W,1.3
6R8R,1.3
6RA7,1.2
6RI6,0.93
6RNV,1.3
6RRV,1.1
6RU3,1.3
6RVQ,1.1
6RYG,0.97
6S07,1
6S2M,0.72
6SA5,1.3
6SAO,1.2
6SBN,1.1
6SID,1.1
6SL9,1.3
6SP9,1.2
6SPO,1.2
6SSD,1.2
6SX1,1.3
6SYV,1.1
6T2T,1.3
6T6C,1.3
6TD0,0.99
6TGK,1.3
6TIW,1.1
6TM3,1.1
6TOV,0.77
6TTN,1.1
6TVE,1.1
6TVI,1
6U97,1.1
6UKF,1
6UMU,1.2
6UO3,1.1
6UOF,1.2
6UYR,1.3
6VCX,1.1
6XUR,1.1
6XY7,1.1
6Y1J,1.1
7A3H,0.95
7FD1,1.3
